country,date,yearAndWeek,dayOfTheWeek,casesWeekly,casesDaily,movingAverage7Days,percentageIncreaseOfMA7Days,rank
Belgium,2020-02-05,2020-05,3,0,0,0.0,0.0,8
Ecuador,2020-02-05,2020-05,3,0,0,0.0,0.0,8
Qatar,2020-02-05,2020-05,3,0,0,0.0,0.0,8
Finland,2020-02-05,2020-05,3,1,0,0.0,0.0,8
India,2020-02-05,2020-05,3,2,0,0.0,0.0,8
Belarus,2020-02-05,2020-05,3,0,0,0.0,0.0,8
Kuwait,2020-02-05,2020-05,3,0,0,0.0,0.0,8
New_Zealand,2020-02-05,2020-05,3,0,0,0.0,0.0,8
Croatia,2020-02-05,2020-05,3,0,0,0.0,0.0,8
Nigeria,2020-02-05,2020-05,3,0,0,0.0,0.0,8
Italy,2020-02-05,2020-05,3,3,0,0.0,0.0,8
Sri_Lanka,2020-02-05,2020-05,3,1,0,0.0,0.0,8
Lithuania,2020-02-05,2020-05,3,0,0,0.0,0.0,8
Norway,2020-02-05,2020-05,3,0,0,0.0,0.0,8
Spain,2020-02-05,2020-05,3,1,0,0.0,0.0,8
Czechia,2020-02-05,2020-05,3,0,0,0.0,0.0,8
Denmark,2020-02-05,2020-05,3,0,0,0.0,0.0,8
Iran,2020-02-05,2020-05,3,0,0,0.0,0.0,8
Ireland,2020-02-05,2020-05,3,0,0,0.0,0.0,8
Monaco,2020-02-05,2020-05,3,0,0,0.0,0.0,8
United_States_of_America,2020-02-05,2020-05,3,6,0,0.0,0.0,8
Iceland,2020-02-05,2020-05,3,0,0,0.0,0.0,8
Israel,2020-02-05,2020-05,3,0,0,0.0,0.0,8
Oman,2020-02-05,2020-05,3,0,0,0.0,0.0,8
Mexico,2020-02-05,2020-05,3,1,0,0.0,0.0,8
Estonia,2020-02-05,2020-05,3,0,0,0.0,0.0,8
Georgia,2020-02-05,2020-05,3,0,0,0.0,0.0,8
Indonesia,2020-02-05,2020-05,3,0,0,0.0,0.0,8
Azerbaijan,2020-02-05,2020-05,3,0,0,0.0,0.0,8
United_Arab_Emirates,2020-02-05,2020-05,3,4,0,0.0,0.0,8
Armenia,2020-02-05,2020-05,3,0,0,0.0,0.0,8
Switzerland,2020-02-05,2020-05,3,0,0,0.0,0.0,8
United_Kingdom,2020-02-05,2020-05,3,2,0,0.0,0.0,8
Canada,2020-02-05,2020-05,3,3,0,0.0,0.0,8
Brazil,2020-02-05,2020-05,3,0,0,0.0,0.0,8
Lebanon,2020-02-05,2020-05,3,0,0,0.0,0.0,8
North_Macedonia,2020-02-05,2020-05,3,0,0,0.0,0.0,8
Luxembourg,2020-02-05,2020-05,3,0,0,0.0,0.0,8
Romania,2020-02-05,2020-05,3,0,0,0.0,0.0,8
Austria,2020-02-05,2020-05,3,0,0,0.0,0.0,8
Dominican_Republic,2020-02-05,2020-05,3,0,0,0.0,0.0,8
Nepal,2020-02-05,2020-05,3,0,0,0.0,0.0,8
Egypt,2020-02-05,2020-05,3,0,0,0.0,0.0,8
Bahrain,2020-02-05,2020-05,3,0,0,0.0,0.0,8
Pakistan,2020-02-05,2020-05,3,0,0,0.0,0.0,8
Vietnam,2020-02-05,2020-05,3,6,0,0.0,0.0,8
Netherlands,2020-02-05,2020-05,3,0,0,0.0,0.0,8
Singapore,2020-02-06,2020-05,4,14,2,1.1428571428571428,33.33333333333333,1
Germany,2020-02-06,2020-05,4,9,1,0.5714285714285714,33.33333333333333,1
South_Korea,2020-02-06,2020-05,4,11,1,0.5714285714285714,33.33333333333333,1
Thailand,2020-02-06,2020-05,4,11,1,0.5714285714285714,33.33333333333333,1
Japan,2020-02-06,2020-05,4,17,2,1.1428571428571428,33.33333333333333,1
Australia,2020-02-06,2020-05,4,7,1,0.5714285714285714,33.33333333333333,1
China,2020-02-06,2020-05,4,14436,2062,1333.4285714285713,22.2687974849358,7
Russia,2020-02-06,2020-05,4,2,0,0.0,0.0,8
Cases_on_an_international_conveyance_Japan,2020-02-06,2020-05,4,0,0,0.0,0.0,8
Sweden,2020-02-06,2020-05,4,0,0,0.0,0.0,8
Philippines,2020-02-06,2020-05,4,2,0,0.0,0.0,8
Malaysia,2020-02-06,2020-05,4,4,0,0.0,0.0,8
Iraq,2020-02-06,2020-05,4,0,0,0.0,0.0,8
Afghanistan,2020-02-06,2020-05,4,0,0,0.0,0.0,8
Cambodia,2020-02-06,2020-05,4,1,0,0.0,0.0,8
San_Marino,2020-02-06,2020-05,4,0,0,0.0,0.0,8
France,2020-02-06,2020-05,4,3,0,0.0,0.0,8
Greece,2020-02-06,2020-05,4,0,0,0.0,0.0,8
Taiwan,2020-02-06,2020-05,4,5,0,0.0,0.0,8
Algeria,2020-02-06,2020-05,4,0,0,0.0,0.0,8
Belgium,2020-02-06,2020-05,4,0,0,0.0,0.0,8
Ecuador,2020-02-06,2020-05,4,0,0,0.0,0.0,8
Qatar,2020-02-06,2020-05,4,0,0,0.0,0.0,8
Finland,2020-02-06,2020-05,4,1,0,0.0,0.0,8
India,2020-02-06,2020-05,4,2,0,0.0,0.0,8
Belarus,2020-02-06,2020-05,4,0,0,0.0,0.0,8
Kuwait,2020-02-06,2020-05,4,0,0,0.0,0.0,8
New_Zealand,2020-02-06,2020-05,4,0,0,0.0,0.0,8
Croatia,2020-02-06,2020-05,4,0,0,0.0,0.0,8
Nigeria,2020-02-06,2020-05,4,0,0,0.0,0.0,8
Italy,2020-02-06,2020-05,4,3,0,0.0,0.0,8
Sri_Lanka,2020-02-06,2020-05,4,1,0,0.0,0.0,8
Lithuania,2020-02-06,2020-05,4,0,0,0.0,0.0,8
Norway,2020-02-06,2020-05,4,0,0,0.0,0.0,8
Spain,2020-02-06,2020-05,4,1,0,0.0,0.0,8
Czechia,2020-02-06,2020-05,4,0,0,0.0,0.0,8
Denmark,2020-02-06,2020-05,4,0,0,0.0,0.0,8
Iran,2020-02-06,2020-05,4,0,0,0.0,0.0,8
Ireland,2020-02-06,2020-05,4,0,0,0.0,0.0,8
Monaco,2020-02-06,2020-05,4,0,0,0.0,0.0,8
United_States_of_America,2020-02-06,2020-05,4,6,0,0.0,0.0,8
Iceland,2020-02-06,2020-05,4,0,0,0.0,0.0,8
Israel,2020-02-06,2020-05,4,0,0,0.0,0.0,8
Oman,2020-02-06,2020-05,4,0,0,0.0,0.0,8
Mexico,2020-02-06,2020-05,4,1,0,0.0,0.0,8
Estonia,2020-02-06,2020-05,4,0,0,0.0,0.0,8
Georgia,2020-02-06,2020-05,4,0,0,0.0,0.0,8
Indonesia,2020-02-06,2020-05,4,0,0,0.0,0.0,8
Azerbaijan,2020-02-06,2020-05,4,0,0,0.0,0.0,8
United_Arab_Emirates,2020-02-06,2020-05,4,4,0,0.0,0.0,8
Armenia,2020-02-06,2020-05,4,0,0,0.0,0.0,8
Switzerland,2020-02-06,2020-05,4,0,0,0.0,0.0,8
United_Kingdom,2020-02-06,2020-05,4,2,0,0.0,0.0,8
Canada,2020-02-06,2020-05,4,3,0,0.0,0.0,8
Brazil,2020-02-06,2020-05,4,0,0,0.0,0.0,8
Lebanon,2020-02-06,2020-05,4,0,0,0.0,0.0,8
North_Macedonia,2020-02-06,2020-05,4,0,0,0.0,0.0,8
Luxembourg,2020-02-06,2020-05,4,0,0,0.0,0.0,8
Romania,2020-02-06,2020-05,4,0,0,0.0,0.0,8
Austria,2020-02-06,2020-05,4,0,0,0.0,0.0,8
Dominican_Republic,2020-02-06,2020-05,4,0,0,0.0,0.0,8
Nepal,2020-02-06,2020-05,4,0,0,0.0,0.0,8
Egypt,2020-02-06,2020-05,4,0,0,0.0,0.0,8
Bahrain,2020-02-06,2020-05,4,0,0,0.0,0.0,8
Pakistan,2020-02-06,2020-05,4,0,0,0.0,0.0,8
Vietnam,2020-02-06,2020-05,4,6,0,0.0,0.0,8
Netherlands,2020-02-06,2020-05,4,0,0,0.0,0.0,8
Singapore,2020-02-07,2020-05,5,14,2,1.4285714285714286,25.0,1
Germany,2020-02-07,2020-05,5,9,1,0.7142857142857143,25.0,1
South_Korea,2020-02-07,2020-05,5,11,1,0.7142857142857143,25.0,1
Thailand,2020-02-07,2020-05,5,11,1,0.7142857142857143,25.0,1
Japan,2020-02-07,2020-05,5,17,2,1.4285714285714286,25.0,1
Australia,2020-02-07,2020-05,5,7,1,0.7142857142857143,25.0,1
China,2020-02-07,2020-05,5,14436,2062,1576.2857142857142,18.212984786800956,7
Russia,2020-02-07,2020-05,5,2,0,0.0,0.0,8
Cases_on_an_international_conveyance_Japan,2020-02-07,2020-05,5,0,0,0.0,0.0,8
Sweden,2020-02-07,2020-05,5,0,0,0.0,0.0,8
Philippines,2020-02-07,2020-05,5,2,0,0.0,0.0,8
Malaysia,2020-02-07,2020-05,5,4,0,0.0,0.0,8
Iraq,2020-02-07,2020-05,5,0,0,0.0,0.0,8
Afghanistan,2020-02-07,2020-05,5,0,0,0.0,0.0,8
Cambodia,2020-02-07,2020-05,5,1,0,0.0,0.0,8
San_Marino,2020-02-07,2020-05,5,0,0,0.0,0.0,8
France,2020-02-07,2020-05,5,3,0,0.0,0.0,8
Greece,2020-02-07,2020-05,5,0,0,0.0,0.0,8
Taiwan,2020-02-07,2020-05,5,5,0,0.0,0.0,8
Algeria,2020-02-07,2020-05,5,0,0,0.0,0.0,8
Belgium,2020-02-07,2020-05,5,0,0,0.0,0.0,8
Ecuador,2020-02-07,2020-05,5,0,0,0.0,0.0,8
Qatar,2020-02-07,2020-05,5,0,0,0.0,0.0,8
Finland,2020-02-07,2020-05,5,1,0,0.0,0.0,8
India,2020-02-07,2020-05,5,2,0,0.0,0.0,8
Belarus,2020-02-07,2020-05,5,0,0,0.0,0.0,8
Kuwait,2020-02-07,2020-05,5,0,0,0.0,0.0,8
New_Zealand,2020-02-07,2020-05,5,0,0,0.0,0.0,8
Croatia,2020-02-07,2020-05,5,0,0,0.0,0.0,8
Nigeria,2020-02-07,2020-05,5,0,0,0.0,0.0,8
Italy,2020-02-07,2020-05,5,3,0,0.0,0.0,8
Sri_Lanka,2020-02-07,2020-05,5,1,0,0.0,0.0,8
Lithuania,2020-02-07,2020-05,5,0,0,0.0,0.0,8
Norway,2020-02-07,2020-05,5,0,0,0.0,0.0,8
Spain,2020-02-07,2020-05,5,1,0,0.0,0.0,8
Czechia,2020-02-07,2020-05,5,0,0,0.0,0.0,8
Denmark,2020-02-07,2020-05,5,0,0,0.0,0.0,8
Iran,2020-02-07,2020-05,5,0,0,0.0,0.0,8
Ireland,2020-02-07,2020-05,5,0,0,0.0,0.0,8
Monaco,2020-02-07,2020-05,5,0,0,0.0,0.0,8
United_States_of_America,2020-02-07,2020-05,5,6,0,0.0,0.0,8
Iceland,2020-02-07,2020-05,5,0,0,0.0,0.0,8
Israel,2020-02-07,2020-05,5,0,0,0.0,0.0,8
Oman,2020-02-07,2020-05,5,0,0,0.0,0.0,8
Mexico,2020-02-07,2020-05,5,1,0,0.0,0.0,8
Estonia,2020-02-07,2020-05,5,0,0,0.0,0.0,8
Georgia,2020-02-07,2020-05,5,0,0,0.0,0.0,8
Indonesia,2020-02-07,2020-05,5,0,0,0.0,0.0,8
Azerbaijan,2020-02-07,2020-05,5,0,0,0.0,0.0,8
United_Arab_Emirates,2020-02-07,2020-05,5,4,0,0.0,0.0,8
Armenia,2020-02-07,2020-05,5,0,0,0.0,0.0,8
Switzerland,2020-02-07,2020-05,5,0,0,0.0,0.0,8
United_Kingdom,2020-02-07,2020-05,5,2,0,0.0,0.0,8
Canada,2020-02-07,2020-05,5,3,0,0.0,0.0,8
Brazil,2020-02-07,2020-05,5,0,0,0.0,0.0,8
Lebanon,2020-02-07,2020-05,5,0,0,0.0,0.0,8
North_Macedonia,2020-02-07,2020-05,5,0,0,0.0,0.0,8
Luxembourg,2020-02-07,2020-05,5,0,0,0.0,0.0,8
Romania,2020-02-07,2020-05,5,0,0,0.0,0.0,8
Austria,2020-02-07,2020-05,5,0,0,0.0,0.0,8
Dominican_Republic,2020-02-07,2020-05,5,0,0,0.0,0.0,8
Nepal,2020-02-07,2020-05,5,0,0,0.0,0.0,8
Egypt,2020-02-07,2020-05,5,0,0,0.0,0.0,8
Bahrain,2020-02-07,2020-05,5,0,0,0.0,0.0,8
Pakistan,2020-02-07,2020-05,5,0,0,0.0,0.0,8
Vietnam,2020-02-07,2020-05,5,6,0,0.0,0.0,8
Netherlands,2020-02-07,2020-05,5,0,0,0.0,0.0,8
Singapore,2020-02-08,2020-05,6,14,2,1.7142857142857142,19.999999999999996,1
Germany,2020-02-08,2020-05,6,9,1,0.8571428571428571,19.999999999999996,1
South_Korea,2020-02-08,2020-05,6,11,1,0.8571428571428571,19.999999999999996,1
Thailand,2020-02-08,2020-05,6,11,1,0.8571428571428571,19.999999999999996,1
Japan,2020-02-08,2020-05,6,17,2,1.7142857142857142,19.999999999999996,1
Australia,2020-02-08,2020-05,6,7,1,0.8571428571428571,19.999999999999996,1
China,2020-02-08,2020-05,6,14436,2062,1819.142857142857,15.406924052927318,7
Russia,2020-02-08,2020-05,6,2,0,0.0,0.0,8
Cases_on_an_international_conveyance_Japan,2020-02-08,2020-05,6,0,0,0.0,0.0,8
Sweden,2020-02-08,2020-05,6,0,0,0.0,0.0,8
Philippines,2020-02-08,2020-05,6,2,0,0.0,0.0,8
Malaysia,2020-02-08,2020-05,6,4,0,0.0,0.0,8
Iraq,2020-02-08,2020-05,6,0,0,0.0,0.0,8
Afghanistan,2020-02-08,2020-05,6,0,0,0.0,0.0,8
Cambodia,2020-02-08,2020-05,6,1,0,0.0,0.0,8
San_Marino,2020-02-08,2020-05,6,0,0,0.0,0.0,8
France,2020-02-08,2020-05,6,3,0,0.0,0.0,8
Greece,2020-02-08,2020-05,6,0,0,0.0,0.0,8
Taiwan,2020-02-08,2020-05,6,5,0,0.0,0.0,8
Algeria,2020-02-08,2020-05,6,0,0,0.0,0.0,8
Belgium,2020-02-08,2020-05,6,0,0,0.0,0.0,8
Ecuador,2020-02-08,2020-05,6,0,0,0.0,0.0,8
Qatar,2020-02-08,2020-05,6,0,0,0.0,0.0,8
Finland,2020-02-08,2020-05,6,1,0,0.0,0.0,8
India,2020-02-08,2020-05,6,2,0,0.0,0.0,8
Belarus,2020-02-08,2020-05,6,0,0,0.0,0.0,8
Kuwait,2020-02-08,2020-05,6,0,0,0.0,0.0,8
New_Zealand,2020-02-08,2020-05,6,0,0,0.0,0.0,8
Croatia,2020-02-08,2020-05,6,0,0,0.0,0.0,8
Nigeria,2020-02-08,2020-05,6,0,0,0.0,0.0,8
Italy,2020-02-08,2020-05,6,3,0,0.0,0.0,8
Sri_Lanka,2020-02-08,2020-05,6,1,0,0.0,0.0,8
Lithuania,2020-02-08,2020-05,6,0,0,0.0,0.0,8
Norway,2020-02-08,2020-05,6,0,0,0.0,0.0,8
Spain,2020-02-08,2020-05,6,1,0,0.0,0.0,8
Czechia,2020-02-08,2020-05,6,0,0,0.0,0.0,8
Denmark,2020-02-08,2020-05,6,0,0,0.0,0.0,8
Iran,2020-02-08,2020-05,6,0,0,0.0,0.0,8
Ireland,2020-02-08,2020-05,6,0,0,0.0,0.0,8
Monaco,2020-02-08,2020-05,6,0,0,0.0,0.0,8
United_States_of_America,2020-02-08,2020-05,6,6,0,0.0,0.0,8
Iceland,2020-02-08,2020-05,6,0,0,0.0,0.0,8
Israel,2020-02-08,2020-05,6,0,0,0.0,0.0,8
Oman,2020-02-08,2020-05,6,0,0,0.0,0.0,8
Mexico,2020-02-08,2020-05,6,1,0,0.0,0.0,8
Estonia,2020-02-08,2020-05,6,0,0,0.0,0.0,8
Georgia,2020-02-08,2020-05,6,0,0,0.0,0.0,8
Indonesia,2020-02-08,2020-05,6,0,0,0.0,0.0,8
Azerbaijan,2020-02-08,2020-05,6,0,0,0.0,0.0,8
United_Arab_Emirates,2020-02-08,2020-05,6,4,0,0.0,0.0,8
Armenia,2020-02-08,2020-05,6,0,0,0.0,0.0,8
Switzerland,2020-02-08,2020-05,6,0,0,0.0,0.0,8
United_Kingdom,2020-02-08,2020-05,6,2,0,0.0,0.0,8
Canada,2020-02-08,2020-05,6,3,0,0.0,0.0,8
Brazil,2020-02-08,2020-05,6,0,0,0.0,0.0,8
Lebanon,2020-02-08,2020-05,6,0,0,0.0,0.0,8
North_Macedonia,2020-02-08,2020-05,6,0,0,0.0,0.0,8
Luxembourg,2020-02-08,2020-05,6,0,0,0.0,0.0,8
Romania,2020-02-08,2020-05,6,0,0,0.0,0.0,8
Austria,2020-02-08,2020-05,6,0,0,0.0,0.0,8
Dominican_Republic,2020-02-08,2020-05,6,0,0,0.0,0.0,8
Nepal,2020-02-08,2020-05,6,0,0,0.0,0.0,8
Egypt,2020-02-08,2020-05,6,0,0,0.0,0.0,8
Bahrain,2020-02-08,2020-05,6,0,0,0.0,0.0,8
Pakistan,2020-02-08,2020-05,6,0,0,0.0,0.0,8
Vietnam,2020-02-08,2020-05,6,6,0,0.0,0.0,8
Netherlands,2020-02-08,2020-05,6,0,0,0.0,0.0,8
Singapore,2020-02-09,2020-05,7,14,2,2.0,16.666666666666675,1
Germany,2020-02-09,2020-05,7,9,1,1.0,16.666666666666675,1
South_Korea,2020-02-09,2020-05,7,11,1,1.0,16.666666666666675,1
Thailand,2020-02-09,2020-05,7,11,1,1.0,16.666666666666675,1
Japan,2020-02-09,2020-05,7,17,2,2.0,16.666666666666675,1
Australia,2020-02-09,2020-05,7,7,1,1.0,16.666666666666675,1
China,2020-02-09,2020-05,7,14436,2062,2062.0,13.350086382911886,7
Russia,2020-02-09,2020-05,7,2,0,0.0,0.0,8
Cases_on_an_international_conveyance_Japan,2020-02-09,2020-05,7,0,0,0.0,0.0,8
Sweden,2020-02-09,2020-05,7,0,0,0.0,0.0,8
Philippines,2020-02-09,2020-05,7,2,0,0.0,0.0,8
Malaysia,2020-02-09,2020-05,7,4,0,0.0,0.0,8
Iraq,2020-02-09,2020-05,7,0,0,0.0,0.0,8
Afghanistan,2020-02-09,2020-05,7,0,0,0.0,0.0,8
Cambodia,2020-02-09,2020-05,7,1,0,0.0,0.0,8
San_Marino,2020-02-09,2020-05,7,0,0,0.0,0.0,8
France,2020-02-09,2020-05,7,3,0,0.0,0.0,8
Greece,2020-02-09,2020-05,7,0,0,0.0,0.0,8
Taiwan,2020-02-09,2020-05,7,5,0,0.0,0.0,8
Algeria,2020-02-09,2020-05,7,0,0,0.0,0.0,8
Belgium,2020-02-09,2020-05,7,0,0,0.0,0.0,8
Ecuador,2020-02-09,2020-05,7,0,0,0.0,0.0,8
Qatar,2020-02-09,2020-05,7,0,0,0.0,0.0,8
Finland,2020-02-09,2020-05,7,1,0,0.0,0.0,8
India,2020-02-09,2020-05,7,2,0,0.0,0.0,8
Belarus,2020-02-09,2020-05,7,0,0,0.0,0.0,8
Kuwait,2020-02-09,2020-05,7,0,0,0.0,0.0,8
New_Zealand,2020-02-09,2020-05,7,0,0,0.0,0.0,8
Croatia,2020-02-09,2020-05,7,0,0,0.0,0.0,8
Nigeria,2020-02-09,2020-05,7,0,0,0.0,0.0,8
Italy,2020-02-09,2020-05,7,3,0,0.0,0.0,8
Sri_Lanka,2020-02-09,2020-05,7,1,0,0.0,0.0,8
Lithuania,2020-02-09,2020-05,7,0,0,0.0,0.0,8
Norway,2020-02-09,2020-05,7,0,0,0.0,0.0,8
Spain,2020-02-09,2020-05,7,1,0,0.0,0.0,8
Czechia,2020-02-09,2020-05,7,0,0,0.0,0.0,8
Denmark,2020-02-09,2020-05,7,0,0,0.0,0.0,8
Iran,2020-02-09,2020-05,7,0,0,0.0,0.0,8
Ireland,2020-02-09,2020-05,7,0,0,0.0,0.0,8
Monaco,2020-02-09,2020-05,7,0,0,0.0,0.0,8
United_States_of_America,2020-02-09,2020-05,7,6,0,0.0,0.0,8
Iceland,2020-02-09,2020-05,7,0,0,0.0,0.0,8
Israel,2020-02-09,2020-05,7,0,0,0.0,0.0,8
Oman,2020-02-09,2020-05,7,0,0,0.0,0.0,8
Mexico,2020-02-09,2020-05,7,1,0,0.0,0.0,8
Estonia,2020-02-09,2020-05,7,0,0,0.0,0.0,8
Georgia,2020-02-09,2020-05,7,0,0,0.0,0.0,8
Indonesia,2020-02-09,2020-05,7,0,0,0.0,0.0,8
Azerbaijan,2020-02-09,2020-05,7,0,0,0.0,0.0,8
United_Arab_Emirates,2020-02-09,2020-05,7,4,0,0.0,0.0,8
Armenia,2020-02-09,2020-05,7,0,0,0.0,0.0,8
Switzerland,2020-02-09,2020-05,7,0,0,0.0,0.0,8
United_Kingdom,2020-02-09,2020-05,7,2,0,0.0,0.0,8
Canada,2020-02-09,2020-05,7,3,0,0.0,0.0,8
Brazil,2020-02-09,2020-05,7,0,0,0.0,0.0,8
Lebanon,2020-02-09,2020-05,7,0,0,0.0,0.0,8
North_Macedonia,2020-02-09,2020-05,7,0,0,0.0,0.0,8
Luxembourg,2020-02-09,2020-05,7,0,0,0.0,0.0,8
Romania,2020-02-09,2020-05,7,0,0,0.0,0.0,8
Austria,2020-02-09,2020-05,7,0,0,0.0,0.0,8
Dominican_Republic,2020-02-09,2020-05,7,0,0,0.0,0.0,8
Nepal,2020-02-09,2020-05,7,0,0,0.0,0.0,8
Egypt,2020-02-09,2020-05,7,0,0,0.0,0.0,8
Bahrain,2020-02-09,2020-05,7,0,0,0.0,0.0,8
Pakistan,2020-02-09,2020-05,7,0,0,0.0,0.0,8
Vietnam,2020-02-09,2020-05,7,6,0,0.0,0.0,8
Netherlands,2020-02-09,2020-05,7,0,0,0.0,0.0,8
China,2020-02-10,2020-06,1,22995,3285,2236.714285714286,8.473049743660809,1
Singapore,2020-02-10,2020-06,1,25,3,2.142857142857143,7.14285714285714,2
Russia,2020-02-10,2020-06,1,0,0,0.0,0.0,3
Cases_on_an_international_conveyance_Japan,2020-02-10,2020-06,1,70,10,1.4285714285714286,0.0,3
Sweden,2020-02-10,2020-06,1,1,0,0.0,0.0,3
Philippines,2020-02-10,2020-06,1,1,0,0.0,0.0,3
Malaysia,2020-02-10,2020-06,1,10,1,0.14285714285714285,0.0,3
Iraq,2020-02-10,2020-06,1,0,0,0.0,0.0,3
Afghanistan,2020-02-10,2020-06,1,0,0,0.0,0.0,3
Cambodia,2020-02-10,2020-06,1,0,0,0.0,0.0,3
San_Marino,2020-02-10,2020-06,1,0,0,0.0,0.0,3
France,2020-02-10,2020-06,1,5,0,0.0,0.0,3
Greece,2020-02-10,2020-06,1,0,0,0.0,0.0,3
Taiwan,2020-02-10,2020-06,1,8,1,0.14285714285714285,0.0,3
Algeria,2020-02-10,2020-06,1,0,0,0.0,0.0,3
Belgium,2020-02-10,2020-06,1,0,0,0.0,0.0,3
Ecuador,2020-02-10,2020-06,1,0,0,0.0,0.0,3
Qatar,2020-02-10,2020-06,1,0,0,0.0,0.0,3
Finland,2020-02-10,2020-06,1,0,0,0.0,0.0,3
India,2020-02-10,2020-06,1,1,0,0.0,0.0,3
Belarus,2020-02-10,2020-06,1,0,0,0.0,0.0,3
Kuwait,2020-02-10,2020-06,1,0,0,0.0,0.0,3
New_Zealand,2020-02-10,2020-06,1,0,0,0.0,0.0,3
Croatia,2020-02-10,2020-06,1,0,0,0.0,0.0,3
Nigeria,2020-02-10,2020-06,1,0,0,0.0,0.0,3
Italy,2020-02-10,2020-06,1,0,0,0.0,0.0,3
Sri_Lanka,2020-02-10,2020-06,1,0,0,0.0,0.0,3
Lithuania,2020-02-10,2020-06,1,0,0,0.0,0.0,3
Norway,2020-02-10,2020-06,1,0,0,0.0,0.0,3
Spain,2020-02-10,2020-06,1,1,0,0.0,0.0,3
Czechia,2020-02-10,2020-06,1,0,0,0.0,0.0,3
South_Korea,2020-02-10,2020-06,1,12,1,1.0,0.0,3
Denmark,2020-02-10,2020-06,1,0,0,0.0,0.0,3
Iran,2020-02-10,2020-06,1,0,0,0.0,0.0,3
Ireland,2020-02-10,2020-06,1,0,0,0.0,0.0,3
Thailand,2020-02-10,2020-06,1,13,1,1.0,0.0,3
Monaco,2020-02-10,2020-06,1,0,0,0.0,0.0,3
United_States_of_America,2020-02-10,2020-06,1,1,0,0.0,0.0,3
Iceland,2020-02-10,2020-06,1,0,0,0.0,0.0,3
Israel,2020-02-10,2020-06,1,0,0,0.0,0.0,3
Oman,2020-02-10,2020-06,1,0,0,0.0,0.0,3
Mexico,2020-02-10,2020-06,1,0,0,0.0,0.0,3
Estonia,2020-02-10,2020-06,1,0,0,0.0,0.0,3
Georgia,2020-02-10,2020-06,1,0,0,0.0,0.0,3
Indonesia,2020-02-10,2020-06,1,0,0,0.0,0.0,3
Azerbaijan,2020-02-10,2020-06,1,0,0,0.0,0.0,3
United_Arab_Emirates,2020-02-10,2020-06,1,2,0,0.0,0.0,3
Armenia,2020-02-10,2020-06,1,0,0,0.0,0.0,3
Switzerland,2020-02-10,2020-06,1,0,0,0.0,0.0,3
United_Kingdom,2020-02-10,2020-06,1,6,0,0.0,0.0,3
Canada,2020-02-10,2020-06,1,3,0,0.0,0.0,3
Brazil,2020-02-10,2020-06,1,0,0,0.0,0.0,3
Lebanon,2020-02-10,2020-06,1,0,0,0.0,0.0,3
North_Macedonia,2020-02-10,2020-06,1,0,0,0.0,0.0,3
Luxembourg,2020-02-10,2020-06,1,0,0,0.0,0.0,3
Romania,2020-02-10,2020-06,1,0,0,0.0,0.0,3
Austria,2020-02-10,2020-06,1,0,0,0.0,0.0,3
Dominican_Republic,2020-02-10,2020-06,1,0,0,0.0,0.0,3
Nepal,2020-02-10,2020-06,1,0,0,0.0,0.0,3
Egypt,2020-02-10,2020-06,1,0,0,0.0,0.0,3
Bahrain,2020-02-10,2020-06,1,0,0,0.0,0.0,3
Pakistan,2020-02-10,2020-06,1,0,0,0.0,0.0,3
Vietnam,2020-02-10,2020-06,1,6,0,0.0,0.0,3
Netherlands,2020-02-10,2020-06,1,0,0,0.0,0.0,3
Cases_on_an_international_conveyance_Japan,2020-02-11,2020-06,2,70,10,2.857142857142857,100.0,1
Malaysia,2020-02-11,2020-06,2,10,1,0.2857142857142857,100.0,1
Taiwan,2020-02-11,2020-06,2,8,1,0.2857142857142857,100.0,1
China,2020-02-11,2020-06,2,22995,3285,2411.4285714285716,7.81120265695856,4
Singapore,2020-02-11,2020-06,2,25,3,2.2857142857142856,6.666666666666665,5
Russia,2020-02-11,2020-06,2,0,0,0.0,0.0,6
Sweden,2020-02-11,2020-06,2,1,0,0.0,0.0,6
Philippines,2020-02-11,2020-06,2,1,0,0.0,0.0,6
Iraq,2020-02-11,2020-06,2,0,0,0.0,0.0,6
Afghanistan,2020-02-11,2020-06,2,0,0,0.0,0.0,6
Cambodia,2020-02-11,2020-06,2,0,0,0.0,0.0,6
San_Marino,2020-02-11,2020-06,2,0,0,0.0,0.0,6
France,2020-02-11,2020-06,2,5,0,0.0,0.0,6
Greece,2020-02-11,2020-06,2,0,0,0.0,0.0,6
Algeria,2020-02-11,2020-06,2,0,0,0.0,0.0,6
Belgium,2020-02-11,2020-06,2,0,0,0.0,0.0,6
Ecuador,2020-02-11,2020-06,2,0,0,0.0,0.0,6
Qatar,2020-02-11,2020-06,2,0,0,0.0,0.0,6
Finland,2020-02-11,2020-06,2,0,0,0.0,0.0,6
India,2020-02-11,2020-06,2,1,0,0.0,0.0,6
Belarus,2020-02-11,2020-06,2,0,0,0.0,0.0,6
Kuwait,2020-02-11,2020-06,2,0,0,0.0,0.0,6
New_Zealand,2020-02-11,2020-06,2,0,0,0.0,0.0,6
Croatia,2020-02-11,2020-06,2,0,0,0.0,0.0,6
Nigeria,2020-02-11,2020-06,2,0,0,0.0,0.0,6
Italy,2020-02-11,2020-06,2,0,0,0.0,0.0,6
Sri_Lanka,2020-02-11,2020-06,2,0,0,0.0,0.0,6
Lithuania,2020-02-11,2020-06,2,0,0,0.0,0.0,6
