date,yearAndWeek,dayOfTheWeek,casesWeekly,deathsWeekly,casesDaily,country,movingAverage7Days,percentageIncreaseOfMA7Days,rank
2020-01-06,2020-01,1,0,0,0,Russia,0.0,0.0,1
2020-01-06,2020-01,1,0,0,0,Cases_on_an_international_conveyance_Japan,0.0,0.0,1
2020-01-06,2020-01,1,0,0,0,Sweden,0.0,0.0,1
2020-01-06,2020-01,1,0,0,0,Philippines,0.0,0.0,1
2020-01-06,2020-01,1,0,0,0,Malaysia,0.0,0.0,1
2020-01-06,2020-01,1,0,0,0,Singapore,0.0,0.0,1
2020-01-06,2020-01,1,0,0,0,Iraq,0.0,0.0,1
2020-01-06,2020-01,1,0,0,0,Germany,0.0,0.0,1
2020-01-06,2020-01,1,0,0,0,Afghanistan,0.0,0.0,1
2020-01-06,2020-01,1,0,0,0,Cambodia,0.0,0.0,1
2020-01-06,2020-01,1,0,0,0,San_Marino,0.0,0.0,1
2020-01-06,2020-01,1,0,0,0,France,0.0,0.0,1
2020-01-06,2020-01,1,0,0,0,Greece,0.0,0.0,1
2020-01-06,2020-01,1,0,0,0,Taiwan,0.0,0.0,1
2020-01-06,2020-01,1,0,0,0,Algeria,0.0,0.0,1
2020-01-06,2020-01,1,0,0,0,Belgium,0.0,0.0,1
2020-01-06,2020-01,1,0,0,0,Ecuador,0.0,0.0,1
2020-01-06,2020-01,1,0,0,0,Qatar,0.0,0.0,1
2020-01-06,2020-01,1,0,0,0,Finland,0.0,0.0,1
2020-01-06,2020-01,1,59,0,8,China,8.0,0.0,1
2020-01-06,2020-01,1,0,0,0,India,0.0,0.0,1
2020-01-06,2020-01,1,0,0,0,Belarus,0.0,0.0,1
2020-01-06,2020-01,1,0,0,0,Kuwait,0.0,0.0,1
2020-01-06,2020-01,1,0,0,0,New_Zealand,0.0,0.0,1
2020-01-06,2020-01,1,0,0,0,Croatia,0.0,0.0,1
2020-01-06,2020-01,1,0,0,0,Nigeria,0.0,0.0,1
2020-01-06,2020-01,1,0,0,0,Italy,0.0,0.0,1
2020-01-06,2020-01,1,0,0,0,Sri_Lanka,0.0,0.0,1
2020-01-06,2020-01,1,0,0,0,Lithuania,0.0,0.0,1
2020-01-06,2020-01,1,0,0,0,Norway,0.0,0.0,1
2020-01-06,2020-01,1,0,0,0,Spain,0.0,0.0,1
2020-01-06,2020-01,1,0,0,0,Czechia,0.0,0.0,1
2020-01-06,2020-01,1,0,0,0,South_Korea,0.0,0.0,1
2020-01-06,2020-01,1,0,0,0,Denmark,0.0,0.0,1
2020-01-06,2020-01,1,0,0,0,Iran,0.0,0.0,1
2020-01-06,2020-01,1,0,0,0,Ireland,0.0,0.0,1
2020-01-06,2020-01,1,0,0,0,Thailand,0.0,0.0,1
2020-01-06,2020-01,1,0,0,0,Monaco,0.0,0.0,1
2020-01-06,2020-01,1,0,0,0,United_States_of_America,0.0,0.0,1
2020-01-06,2020-01,1,0,0,0,Iceland,0.0,0.0,1
2020-01-06,2020-01,1,0,0,0,Israel,0.0,0.0,1
2020-01-06,2020-01,1,0,0,0,Oman,0.0,0.0,1
2020-01-06,2020-01,1,0,0,0,Mexico,0.0,0.0,1
2020-01-06,2020-01,1,0,0,0,Estonia,0.0,0.0,1
2020-01-06,2020-01,1,0,0,0,Georgia,0.0,0.0,1
2020-01-06,2020-01,1,0,0,0,Indonesia,0.0,0.0,1
2020-01-06,2020-01,1,0,0,0,Azerbaijan,0.0,0.0,1
2020-01-06,2020-01,1,0,0,0,United_Arab_Emirates,0.0,0.0,1
2020-01-06,2020-01,1,0,0,0,Armenia,0.0,0.0,1
2020-01-06,2020-01,1,0,0,0,Switzerland,0.0,0.0,1
2020-01-06,2020-01,1,0,0,0,United_Kingdom,0.0,0.0,1
2020-01-06,2020-01,1,0,0,0,Canada,0.0,0.0,1
2020-01-06,2020-01,1,0,0,0,Brazil,0.0,0.0,1
2020-01-06,2020-01,1,0,0,0,Lebanon,0.0,0.0,1
2020-01-06,2020-01,1,0,0,0,Japan,0.0,0.0,1
2020-01-06,2020-01,1,0,0,0,North_Macedonia,0.0,0.0,1
2020-01-06,2020-01,1,0,0,0,Luxembourg,0.0,0.0,1
2020-01-06,2020-01,1,0,0,0,Australia,0.0,0.0,1
2020-01-06,2020-01,1,0,0,0,Romania,0.0,0.0,1
2020-01-06,2020-01,1,0,0,0,Austria,0.0,0.0,1
2020-01-06,2020-01,1,0,0,0,Dominican_Republic,0.0,0.0,1
2020-01-06,2020-01,1,0,0,0,Nepal,0.0,0.0,1
2020-01-06,2020-01,1,0,0,0,Egypt,0.0,0.0,1
2020-01-06,2020-01,1,0,0,0,Bahrain,0.0,0.0,1
2020-01-06,2020-01,1,0,0,0,Pakistan,0.0,0.0,1
2020-01-06,2020-01,1,0,0,0,Vietnam,0.0,0.0,1
2020-01-06,2020-01,1,0,0,0,Netherlands,0.0,0.0,1
2020-01-07,2020-01,2,0,0,0,Russia,0.0,0.0,1
2020-01-07,2020-01,2,0,0,0,Cases_on_an_international_conveyance_Japan,0.0,0.0,1
2020-01-07,2020-01,2,0,0,0,Sweden,0.0,0.0,1
2020-01-07,2020-01,2,0,0,0,Philippines,0.0,0.0,1
2020-01-07,2020-01,2,0,0,0,Malaysia,0.0,0.0,1
2020-01-07,2020-01,2,0,0,0,Singapore,0.0,0.0,1
2020-01-07,2020-01,2,0,0,0,Iraq,0.0,0.0,1
2020-01-07,2020-01,2,0,0,0,Germany,0.0,0.0,1
2020-01-07,2020-01,2,0,0,0,Afghanistan,0.0,0.0,1
2020-01-07,2020-01,2,0,0,0,Cambodia,0.0,0.0,1
2020-01-07,2020-01,2,0,0,0,San_Marino,0.0,0.0,1
2020-01-07,2020-01,2,0,0,0,France,0.0,0.0,1
2020-01-07,2020-01,2,0,0,0,Greece,0.0,0.0,1
2020-01-07,2020-01,2,0,0,0,Taiwan,0.0,0.0,1
2020-01-07,2020-01,2,0,0,0,Algeria,0.0,0.0,1
2020-01-07,2020-01,2,0,0,0,Belgium,0.0,0.0,1
2020-01-07,2020-01,2,0,0,0,Ecuador,0.0,0.0,1
2020-01-07,2020-01,2,0,0,0,Qatar,0.0,0.0,1
2020-01-07,2020-01,2,0,0,0,Finland,0.0,0.0,1
2020-01-07,2020-01,2,59,0,8,China,8.0,0.0,1
2020-01-07,2020-01,2,0,0,0,India,0.0,0.0,1
2020-01-07,2020-01,2,0,0,0,Belarus,0.0,0.0,1
2020-01-07,2020-01,2,0,0,0,Kuwait,0.0,0.0,1
2020-01-07,2020-01,2,0,0,0,New_Zealand,0.0,0.0,1
2020-01-07,2020-01,2,0,0,0,Croatia,0.0,0.0,1
2020-01-07,2020-01,2,0,0,0,Nigeria,0.0,0.0,1
2020-01-07,2020-01,2,0,0,0,Italy,0.0,0.0,1
2020-01-07,2020-01,2,0,0,0,Sri_Lanka,0.0,0.0,1
2020-01-07,2020-01,2,0,0,0,Lithuania,0.0,0.0,1
2020-01-07,2020-01,2,0,0,0,Norway,0.0,0.0,1
2020-01-07,2020-01,2,0,0,0,Spain,0.0,0.0,1
2020-01-07,2020-01,2,0,0,0,Czechia,0.0,0.0,1
2020-01-07,2020-01,2,0,0,0,South_Korea,0.0,0.0,1
2020-01-07,2020-01,2,0,0,0,Denmark,0.0,0.0,1
2020-01-07,2020-01,2,0,0,0,Iran,0.0,0.0,1
2020-01-07,2020-01,2,0,0,0,Ireland,0.0,0.0,1
2020-01-07,2020-01,2,0,0,0,Thailand,0.0,0.0,1
2020-01-07,2020-01,2,0,0,0,Monaco,0.0,0.0,1
2020-01-07,2020-01,2,0,0,0,United_States_of_America,0.0,0.0,1
2020-01-07,2020-01,2,0,0,0,Iceland,0.0,0.0,1
2020-01-07,2020-01,2,0,0,0,Israel,0.0,0.0,1
2020-01-07,2020-01,2,0,0,0,Oman,0.0,0.0,1
2020-01-07,2020-01,2,0,0,0,Mexico,0.0,0.0,1
2020-01-07,2020-01,2,0,0,0,Estonia,0.0,0.0,1
2020-01-07,2020-01,2,0,0,0,Georgia,0.0,0.0,1
2020-01-07,2020-01,2,0,0,0,Indonesia,0.0,0.0,1
2020-01-07,2020-01,2,0,0,0,Azerbaijan,0.0,0.0,1
2020-01-07,2020-01,2,0,0,0,United_Arab_Emirates,0.0,0.0,1
2020-01-07,2020-01,2,0,0,0,Armenia,0.0,0.0,1
2020-01-07,2020-01,2,0,0,0,Switzerland,0.0,0.0,1
2020-01-07,2020-01,2,0,0,0,United_Kingdom,0.0,0.0,1
2020-01-07,2020-01,2,0,0,0,Canada,0.0,0.0,1
2020-01-07,2020-01,2,0,0,0,Brazil,0.0,0.0,1
2020-01-07,2020-01,2,0,0,0,Lebanon,0.0,0.0,1
2020-01-07,2020-01,2,0,0,0,Japan,0.0,0.0,1
2020-01-07,2020-01,2,0,0,0,North_Macedonia,0.0,0.0,1
2020-01-07,2020-01,2,0,0,0,Luxembourg,0.0,0.0,1
2020-01-07,2020-01,2,0,0,0,Australia,0.0,0.0,1
2020-01-07,2020-01,2,0,0,0,Romania,0.0,0.0,1
2020-01-07,2020-01,2,0,0,0,Austria,0.0,0.0,1
2020-01-07,2020-01,2,0,0,0,Dominican_Republic,0.0,0.0,1
2020-01-07,2020-01,2,0,0,0,Nepal,0.0,0.0,1
2020-01-07,2020-01,2,0,0,0,Egypt,0.0,0.0,1
2020-01-07,2020-01,2,0,0,0,Bahrain,0.0,0.0,1
2020-01-07,2020-01,2,0,0,0,Pakistan,0.0,0.0,1
2020-01-07,2020-01,2,0,0,0,Vietnam,0.0,0.0,1
2020-01-07,2020-01,2,0,0,0,Netherlands,0.0,0.0,1
2020-01-08,2020-01,3,0,0,0,Russia,0.0,0.0,1
2020-01-08,2020-01,3,0,0,0,Cases_on_an_international_conveyance_Japan,0.0,0.0,1
2020-01-08,2020-01,3,0,0,0,Sweden,0.0,0.0,1
2020-01-08,2020-01,3,0,0,0,Philippines,0.0,0.0,1
2020-01-08,2020-01,3,0,0,0,Malaysia,0.0,0.0,1
2020-01-08,2020-01,3,0,0,0,Singapore,0.0,0.0,1
2020-01-08,2020-01,3,0,0,0,Iraq,0.0,0.0,1
2020-01-08,2020-01,3,0,0,0,Germany,0.0,0.0,1
2020-01-08,2020-01,3,0,0,0,Afghanistan,0.0,0.0,1
2020-01-08,2020-01,3,0,0,0,Cambodia,0.0,0.0,1
2020-01-08,2020-01,3,0,0,0,San_Marino,0.0,0.0,1
2020-01-08,2020-01,3,0,0,0,France,0.0,0.0,1
2020-01-08,2020-01,3,0,0,0,Greece,0.0,0.0,1
2020-01-08,2020-01,3,0,0,0,Taiwan,0.0,0.0,1
2020-01-08,2020-01,3,0,0,0,Algeria,0.0,0.0,1
2020-01-08,2020-01,3,0,0,0,Belgium,0.0,0.0,1
2020-01-08,2020-01,3,0,0,0,Ecuador,0.0,0.0,1
2020-01-08,2020-01,3,0,0,0,Qatar,0.0,0.0,1
2020-01-08,2020-01,3,0,0,0,Finland,0.0,0.0,1
2020-01-08,2020-01,3,59,0,8,China,8.0,0.0,1
2020-01-08,2020-01,3,0,0,0,India,0.0,0.0,1
2020-01-08,2020-01,3,0,0,0,Belarus,0.0,0.0,1
2020-01-08,2020-01,3,0,0,0,Kuwait,0.0,0.0,1
2020-01-08,2020-01,3,0,0,0,New_Zealand,0.0,0.0,1
2020-01-08,2020-01,3,0,0,0,Croatia,0.0,0.0,1
2020-01-08,2020-01,3,0,0,0,Nigeria,0.0,0.0,1
2020-01-08,2020-01,3,0,0,0,Italy,0.0,0.0,1
2020-01-08,2020-01,3,0,0,0,Sri_Lanka,0.0,0.0,1
2020-01-08,2020-01,3,0,0,0,Lithuania,0.0,0.0,1
2020-01-08,2020-01,3,0,0,0,Norway,0.0,0.0,1
2020-01-08,2020-01,3,0,0,0,Spain,0.0,0.0,1
2020-01-08,2020-01,3,0,0,0,Czechia,0.0,0.0,1
2020-01-08,2020-01,3,0,0,0,South_Korea,0.0,0.0,1
2020-01-08,2020-01,3,0,0,0,Denmark,0.0,0.0,1
2020-01-08,2020-01,3,0,0,0,Iran,0.0,0.0,1
2020-01-08,2020-01,3,0,0,0,Ireland,0.0,0.0,1
2020-01-08,2020-01,3,0,0,0,Thailand,0.0,0.0,1
2020-01-08,2020-01,3,0,0,0,Monaco,0.0,0.0,1
2020-01-08,2020-01,3,0,0,0,United_States_of_America,0.0,0.0,1
2020-01-08,2020-01,3,0,0,0,Iceland,0.0,0.0,1
2020-01-08,2020-01,3,0,0,0,Israel,0.0,0.0,1
2020-01-08,2020-01,3,0,0,0,Oman,0.0,0.0,1
2020-01-08,2020-01,3,0,0,0,Mexico,0.0,0.0,1
2020-01-08,2020-01,3,0,0,0,Estonia,0.0,0.0,1
2020-01-08,2020-01,3,0,0,0,Georgia,0.0,0.0,1
2020-01-08,2020-01,3,0,0,0,Indonesia,0.0,0.0,1
2020-01-08,2020-01,3,0,0,0,Azerbaijan,0.0,0.0,1
2020-01-08,2020-01,3,0,0,0,United_Arab_Emirates,0.0,0.0,1
2020-01-08,2020-01,3,0,0,0,Armenia,0.0,0.0,1
2020-01-08,2020-01,3,0,0,0,Switzerland,0.0,0.0,1
2020-01-08,2020-01,3,0,0,0,United_Kingdom,0.0,0.0,1
2020-01-08,2020-01,3,0,0,0,Canada,0.0,0.0,1
2020-01-08,2020-01,3,0,0,0,Brazil,0.0,0.0,1
2020-01-08,2020-01,3,0,0,0,Lebanon,0.0,0.0,1
2020-01-08,2020-01,3,0,0,0,Japan,0.0,0.0,1
2020-01-08,2020-01,3,0,0,0,North_Macedonia,0.0,0.0,1
2020-01-08,2020-01,3,0,0,0,Luxembourg,0.0,0.0,1
2020-01-08,2020-01,3,0,0,0,Australia,0.0,0.0,1
2020-01-08,2020-01,3,0,0,0,Romania,0.0,0.0,1
2020-01-08,2020-01,3,0,0,0,Austria,0.0,0.0,1
2020-01-08,2020-01,3,0,0,0,Dominican_Republic,0.0,0.0,1
2020-01-08,2020-01,3,0,0,0,Nepal,0.0,0.0,1
2020-01-08,2020-01,3,0,0,0,Egypt,0.0,0.0,1
2020-01-08,2020-01,3,0,0,0,Bahrain,0.0,0.0,1
2020-01-08,2020-01,3,0,0,0,Pakistan,0.0,0.0,1
2020-01-08,2020-01,3,0,0,0,Vietnam,0.0,0.0,1
2020-01-08,2020-01,3,0,0,0,Netherlands,0.0,0.0,1
2020-01-09,2020-01,4,0,0,0,Russia,0.0,0.0,1
2020-01-09,2020-01,4,0,0,0,Cases_on_an_international_conveyance_Japan,0.0,0.0,1
2020-01-09,2020-01,4,0,0,0,Sweden,0.0,0.0,1
2020-01-09,2020-01,4,0,0,0,Philippines,0.0,0.0,1
2020-01-09,2020-01,4,0,0,0,Malaysia,0.0,0.0,1
2020-01-09,2020-01,4,0,0,0,Singapore,0.0,0.0,1
2020-01-09,2020-01,4,0,0,0,Iraq,0.0,0.0,1
2020-01-09,2020-01,4,0,0,0,Germany,0.0,0.0,1
2020-01-09,2020-01,4,0,0,0,Afghanistan,0.0,0.0,1
2020-01-09,2020-01,4,0,0,0,Cambodia,0.0,0.0,1
2020-01-09,2020-01,4,0,0,0,San_Marino,0.0,0.0,1
2020-01-09,2020-01,4,0,0,0,France,0.0,0.0,1
2020-01-09,2020-01,4,0,0,0,Greece,0.0,0.0,1
2020-01-09,2020-01,4,0,0,0,Taiwan,0.0,0.0,1
2020-01-09,2020-01,4,0,0,0,Algeria,0.0,0.0,1
2020-01-09,2020-01,4,0,0,0,Belgium,0.0,0.0,1
2020-01-09,2020-01,4,0,0,0,Ecuador,0.0,0.0,1
2020-01-09,2020-01,4,0,0,0,Qatar,0.0,0.0,1
2020-01-09,2020-01,4,0,0,0,Finland,0.0,0.0,1
2020-01-09,2020-01,4,59,0,8,China,8.0,0.0,1
2020-01-09,2020-01,4,0,0,0,India,0.0,0.0,1
2020-01-09,2020-01,4,0,0,0,Belarus,0.0,0.0,1
2020-01-09,2020-01,4,0,0,0,Kuwait,0.0,0.0,1
2020-01-09,2020-01,4,0,0,0,New_Zealand,0.0,0.0,1
2020-01-09,2020-01,4,0,0,0,Croatia,0.0,0.0,1
2020-01-09,2020-01,4,0,0,0,Nigeria,0.0,0.0,1
2020-01-09,2020-01,4,0,0,0,Italy,0.0,0.0,1
2020-01-09,2020-01,4,0,0,0,Sri_Lanka,0.0,0.0,1
2020-01-09,2020-01,4,0,0,0,Lithuania,0.0,0.0,1
2020-01-09,2020-01,4,0,0,0,Norway,0.0,0.0,1
2020-01-09,2020-01,4,0,0,0,Spain,0.0,0.0,1
2020-01-09,2020-01,4,0,0,0,Czechia,0.0,0.0,1
2020-01-09,2020-01,4,0,0,0,South_Korea,0.0,0.0,1
2020-01-09,2020-01,4,0,0,0,Denmark,0.0,0.0,1
2020-01-09,2020-01,4,0,0,0,Iran,0.0,0.0,1
2020-01-09,2020-01,4,0,0,0,Ireland,0.0,0.0,1
2020-01-09,2020-01,4,0,0,0,Thailand,0.0,0.0,1
2020-01-09,2020-01,4,0,0,0,Monaco,0.0,0.0,1
2020-01-09,2020-01,4,0,0,0,United_States_of_America,0.0,0.0,1
2020-01-09,2020-01,4,0,0,0,Iceland,0.0,0.0,1
2020-01-09,2020-01,4,0,0,0,Israel,0.0,0.0,1
2020-01-09,2020-01,4,0,0,0,Oman,0.0,0.0,1
2020-01-09,2020-01,4,0,0,0,Mexico,0.0,0.0,1
2020-01-09,2020-01,4,0,0,0,Estonia,0.0,0.0,1
2020-01-09,2020-01,4,0,0,0,Georgia,0.0,0.0,1
2020-01-09,2020-01,4,0,0,0,Indonesia,0.0,0.0,1
2020-01-09,2020-01,4,0,0,0,Azerbaijan,0.0,0.0,1
2020-01-09,2020-01,4,0,0,0,United_Arab_Emirates,0.0,0.0,1
2020-01-09,2020-01,4,0,0,0,Armenia,0.0,0.0,1
2020-01-09,2020-01,4,0,0,0,Switzerland,0.0,0.0,1
2020-01-09,2020-01,4,0,0,0,United_Kingdom,0.0,0.0,1
2020-01-09,2020-01,4,0,0,0,Canada,0.0,0.0,1
2020-01-09,2020-01,4,0,0,0,Brazil,0.0,0.0,1
2020-01-09,2020-01,4,0,0,0,Lebanon,0.0,0.0,1
2020-01-09,2020-01,4,0,0,0,Japan,0.0,0.0,1
2020-01-09,2020-01,4,0,0,0,North_Macedonia,0.0,0.0,1
2020-01-09,2020-01,4,0,0,0,Luxembourg,0.0,0.0,1
2020-01-09,2020-01,4,0,0,0,Australia,0.0,0.0,1
2020-01-09,2020-01,4,0,0,0,Romania,0.0,0.0,1
2020-01-09,2020-01,4,0,0,0,Austria,0.0,0.0,1
2020-01-09,2020-01,4,0,0,0,Dominican_Republic,0.0,0.0,1
2020-01-09,2020-01,4,0,0,0,Nepal,0.0,0.0,1
2020-01-09,2020-01,4,0,0,0,Egypt,0.0,0.0,1
2020-01-09,2020-01,4,0,0,0,Bahrain,0.0,0.0,1
2020-01-09,2020-01,4,0,0,0,Pakistan,0.0,0.0,1
2020-01-09,2020-01,4,0,0,0,Vietnam,0.0,0.0,1
2020-01-09,2020-01,4,0,0,0,Netherlands,0.0,0.0,1
2020-01-10,2020-01,5,0,0,0,Russia,0.0,0.0,1
2020-01-10,2020-01,5,0,0,0,Cases_on_an_international_conveyance_Japan,0.0,0.0,1
2020-01-10,2020-01,5,0,0,0,Sweden,0.0,0.0,1
2020-01-10,2020-01,5,0,0,0,Philippines,0.0,0.0,1
2020-01-10,2020-01,5,0,0,0,Malaysia,0.0,0.0,1
2020-01-10,2020-01,5,0,0,0,Singapore,0.0,0.0,1
2020-01-10,2020-01,5,0,0,0,Iraq,0.0,0.0,1
2020-01-10,2020-01,5,0,0,0,Germany,0.0,0.0,1
2020-01-10,2020-01,5,0,0,0,Afghanistan,0.0,0.0,1
2020-01-10,2020-01,5,0,0,0,Cambodia,0.0,0.0,1
2020-01-10,2020-01,5,0,0,0,San_Marino,0.0,0.0,1
2020-01-10,2020-01,5,0,0,0,France,0.0,0.0,1
2020-01-10,2020-01,5,0,0,0,Greece,0.0,0.0,1
2020-01-10,2020-01,5,0,0,0,Taiwan,0.0,0.0,1
2020-01-10,2020-01,5,0,0,0,Algeria,0.0,0.0,1
2020-01-10,2020-01,5,0,0,0,Belgium,0.0,0.0,1
2020-01-10,2020-01,5,0,0,0,Ecuador,0.0,0.0,1
2020-01-10,2020-01,5,0,0,0,Qatar,0.0,0.0,1
2020-01-10,2020-01,5,0,0,0,Finland,0.0,0.0,1
2020-01-10,2020-01,5,59,0,8,China,8.0,0.0,1
2020-01-10,2020-01,5,0,0,0,India,0.0,0.0,1
2020-01-10,2020-01,5,0,0,0,Belarus,0.0,0.0,1
2020-01-10,2020-01,5,0,0,0,Kuwait,0.0,0.0,1
2020-01-10,2020-01,5,0,0,0,New_Zealand,0.0,0.0,1
2020-01-10,2020-01,5,0,0,0,Croatia,0.0,0.0,1
2020-01-10,2020-01,5,0,0,0,Nigeria,0.0,0.0,1
2020-01-10,2020-01,5,0,0,0,Italy,0.0,0.0,1
2020-01-10,2020-01,5,0,0,0,Sri_Lanka,0.0,0.0,1
2020-01-10,2020-01,5,0,0,0,Lithuania,0.0,0.0,1
2020-01-10,2020-01,5,0,0,0,Norway,0.0,0.0,1
2020-01-10,2020-01,5,0,0,0,Spain,0.0,0.0,1
2020-01-10,2020-01,5,0,0,0,Czechia,0.0,0.0,1
2020-01-10,2020-01,5,0,0,0,South_Korea,0.0,0.0,1
2020-01-10,2020-01,5,0,0,0,Denmark,0.0,0.0,1
2020-01-10,2020-01,5,0,0,0,Iran,0.0,0.0,1
2020-01-10,2020-01,5,0,0,0,Ireland,0.0,0.0,1
2020-01-10,2020-01,5,0,0,0,Thailand,0.0,0.0,1
2020-01-10,2020-01,5,0,0,0,Monaco,0.0,0.0,1
2020-01-10,2020-01,5,0,0,0,United_States_of_America,0.0,0.0,1
2020-01-10,2020-01,5,0,0,0,Iceland,0.0,0.0,1
2020-01-10,2020-01,5,0,0,0,Israel,0.0,0.0,1
2020-01-10,2020-01,5,0,0,0,Oman,0.0,0.0,1
2020-01-10,2020-01,5,0,0,0,Mexico,0.0,0.0,1
2020-01-10,2020-01,5,0,0,0,Estonia,0.0,0.0,1
2020-01-10,2020-01,5,0,0,0,Georgia,0.0,0.0,1
2020-01-10,2020-01,5,0,0,0,Indonesia,0.0,0.0,1
2020-01-10,2020-01,5,0,0,0,Azerbaijan,0.0,0.0,1
2020-01-10,2020-01,5,0,0,0,United_Arab_Emirates,0.0,0.0,1
2020-01-10,2020-01,5,0,0,0,Armenia,0.0,0.0,1
2020-01-10,2020-01,5,0,0,0,Switzerland,0.0,0.0,1
2020-01-10,2020-01,5,0,0,0,United_Kingdom,0.0,0.0,1
2020-01-10,2020-01,5,0,0,0,Canada,0.0,0.0,1
2020-01-10,2020-01,5,0,0,0,Brazil,0.0,0.0,1
2020-01-10,2020-01,5,0,0,0,Lebanon,0.0,0.0,1
2020-01-10,2020-01,5,0,0,0,Japan,0.0,0.0,1
2020-01-10,2020-01,5,0,0,0,North_Macedonia,0.0,0.0,1
2020-01-10,2020-01,5,0,0,0,Luxembourg,0.0,0.0,1
2020-01-10,2020-01,5,0,0,0,Australia,0.0,0.0,1
2020-01-10,2020-01,5,0,0,0,Romania,0.0,0.0,1
2020-01-10,2020-01,5,0,0,0,Austria,0.0,0.0,1
2020-01-10,2020-01,5,0,0,0,Dominican_Republic,0.0,0.0,1
2020-01-10,2020-01,5,0,0,0,Nepal,0.0,0.0,1
2020-01-10,2020-01,5,0,0,0,Egypt,0.0,0.0,1
2020-01-10,2020-01,5,0,0,0,Bahrain,0.0,0.0,1
2020-01-10,2020-01,5,0,0,0,Pakistan,0.0,0.0,1
2020-01-10,2020-01,5,0,0,0,Vietnam,0.0,0.0,1
2020-01-10,2020-01,5,0,0,0,Netherlands,0.0,0.0,1
2020-01-11,2020-01,6,0,0,0,Russia,0.0,0.0,1
2020-01-11,2020-01,6,0,0,0,Cases_on_an_international_conveyance_Japan,0.0,0.0,1
2020-01-11,2020-01,6,0,0,0,Sweden,0.0,0.0,1
2020-01-11,2020-01,6,0,0,0,Philippines,0.0,0.0,1
2020-01-11,2020-01,6,0,0,0,Malaysia,0.0,0.0,1
2020-01-11,2020-01,6,0,0,0,Singapore,0.0,0.0,1
2020-01-11,2020-01,6,0,0,0,Iraq,0.0,0.0,1
2020-01-11,2020-01,6,0,0,0,Germany,0.0,0.0,1
2020-01-11,2020-01,6,0,0,0,Afghanistan,0.0,0.0,1
2020-01-11,2020-01,6,0,0,0,Cambodia,0.0,0.0,1
2020-01-11,2020-01,6,0,0,0,San_Marino,0.0,0.0,1
2020-01-11,2020-01,6,0,0,0,France,0.0,0.0,1
2020-01-11,2020-01,6,0,0,0,Greece,0.0,0.0,1
2020-01-11,2020-01,6,0,0,0,Taiwan,0.0,0.0,1
2020-01-11,2020-01,6,0,0,0,Algeria,0.0,0.0,1
2020-01-11,2020-01,6,0,0,0,Belgium,0.0,0.0,1
2020-01-11,2020-01,6,0,0,0,Ecuador,0.0,0.0,1
2020-01-11,2020-01,6,0,0,0,Qatar,0.0,0.0,1
2020-01-11,2020-01,6,0,0,0,Finland,0.0,0.0,1
2020-01-11,2020-01,6,59,0,8,China,8.0,0.0,1
2020-01-11,2020-01,6,0,0,0,India,0.0,0.0,1
2020-01-11,2020-01,6,0,0,0,Belarus,0.0,0.0,1
2020-01-11,2020-01,6,0,0,0,Kuwait,0.0,0.0,1
2020-01-11,2020-01,6,0,0,0,New_Zealand,0.0,0.0,1
2020-01-11,2020-01,6,0,0,0,Croatia,0.0,0.0,1
2020-01-11,2020-01,6,0,0,0,Nigeria,0.0,0.0,1
2020-01-11,2020-01,6,0,0,0,Italy,0.0,0.0,1
2020-01-11,2020-01,6,0,0,0,Sri_Lanka,0.0,0.0,1
2020-01-11,2020-01,6,0,0,0,Lithuania,0.0,0.0,1
2020-01-11,2020-01,6,0,0,0,Norway,0.0,0.0,1
2020-01-11,2020-01,6,0,0,0,Spain,0.0,0.0,1
2020-01-11,2020-01,6,0,0,0,Czechia,0.0,0.0,1
2020-01-11,2020-01,6,0,0,0,South_Korea,0.0,0.0,1
2020-01-11,2020-01,6,0,0,0,Denmark,0.0,0.0,1
2020-01-11,2020-01,6,0,0,0,Iran,0.0,0.0,1
2020-01-11,2020-01,6,0,0,0,Ireland,0.0,0.0,1
2020-01-11,2020-01,6,0,0,0,Thailand,0.0,0.0,1
2020-01-11,2020-01,6,0,0,0,Monaco,0.0,0.0,1
2020-01-11,2020-01,6,0,0,0,United_States_of_America,0.0,0.0,1
2020-01-11,2020-01,6,0,0,0,Iceland,0.0,0.0,1
2020-01-11,2020-01,6,0,0,0,Israel,0.0,0.0,1
2020-01-11,2020-01,6,0,0,0,Oman,0.0,0.0,1
2020-01-11,2020-01,6,0,0,0,Mexico,0.0,0.0,1
2020-01-11,2020-01,6,0,0,0,Estonia,0.0,0.0,1
2020-01-11,2020-01,6,0,0,0,Georgia,0.0,0.0,1
2020-01-11,2020-01,6,0,0,0,Indonesia,0.0,0.0,1
2020-01-11,2020-01,6,0,0,0,Azerbaijan,0.0,0.0,1
2020-01-11,2020-01,6,0,0,0,United_Arab_Emirates,0.0,0.0,1
2020-01-11,2020-01,6,0,0,0,Armenia,0.0,0.0,1
2020-01-11,2020-01,6,0,0,0,Switzerland,0.0,0.0,1
2020-01-11,2020-01,6,0,0,0,United_Kingdom,0.0,0.0,1
2020-01-11,2020-01,6,0,0,0,Canada,0.0,0.0,1
2020-01-11,2020-01,6,0,0,0,Brazil,0.0,0.0,1
2020-01-11,2020-01,6,0,0,0,Lebanon,0.0,0.0,1
2020-01-11,2020-01,6,0,0,0,Japan,0.0,0.0,1
2020-01-11,2020-01,6,0,0,0,North_Macedonia,0.0,0.0,1
