date,yearAndWeek,dayOfTheWeek,casesWeekly,deathsWeekly,casesDaily,country,movingAverage7Days,percentageIncreaseOfMA7Days,rank
2020-03-07,2020-09,6,114,0,16,Germany,13.714285714285714,19.999999999999996,4
2020-03-07,2020-09,6,8,1,1,San_Marino,0.8571428571428571,19.999999999999996,4
2020-03-07,2020-09,6,118,1,16,France,13.714285714285714,19.999999999999996,4
2020-03-07,2020-09,6,7,0,1,Greece,0.8571428571428571,19.999999999999996,4
2020-03-07,2020-09,6,19,0,2,Belgium,1.7142857142857142,19.999999999999996,4
2020-03-07,2020-09,6,7,0,1,Croatia,0.8571428571428571,19.999999999999996,4
2020-03-07,2020-09,6,19,0,2,Norway,1.7142857142857142,19.999999999999996,4
2020-03-07,2020-09,6,134,0,19,Spain,16.285714285714285,19.999999999999996,4
2020-03-07,2020-09,6,8,1,1,Thailand,0.8571428571428571,19.999999999999996,4
2020-03-07,2020-09,6,8,0,1,Israel,0.8571428571428571,19.999999999999996,4
2020-03-07,2020-09,6,11,0,1,Mexico,0.8571428571428571,19.999999999999996,4
2020-03-07,2020-09,6,8,0,1,United_Arab_Emirates,0.8571428571428571,19.999999999999996,4
2020-03-07,2020-09,6,36,0,5,United_Kingdom,4.285714285714286,19.999999999999996,4
2020-03-07,2020-09,6,15,0,2,Canada,1.7142857142857142,19.999999999999996,4
2020-03-07,2020-09,6,9,0,1,Lebanon,0.8571428571428571,19.999999999999996,4
2020-03-07,2020-09,6,14,0,2,Austria,1.7142857142857142,19.999999999999996,4
2020-03-07,2020-09,6,13,0,1,Netherlands,0.8571428571428571,19.999999999999996,4
2020-03-08,2020-09,7,13,0,1,Sweden,1.0,16.666666666666675,1
2020-03-08,2020-09,7,7,0,1,Malaysia,1.0,16.666666666666675,1
2020-03-08,2020-09,7,19,0,2,Iraq,2.0,16.666666666666675,1
2020-03-08,2020-09,7,114,0,16,Germany,16.0,16.666666666666675,1
2020-03-08,2020-09,7,8,1,1,San_Marino,1.0,16.666666666666675,1
2020-03-08,2020-09,7,118,1,16,France,16.0,16.666666666666675,1
2020-03-08,2020-09,7,7,0,1,Greece,1.0,16.666666666666675,1
2020-03-08,2020-09,7,19,0,2,Belgium,2.0,16.666666666666675,1
2020-03-08,2020-09,7,7,0,1,Croatia,1.0,16.666666666666675,1
2020-03-08,2020-09,7,19,0,2,Norway,2.0,16.666666666666675,1
2020-03-08,2020-09,7,134,0,19,Spain,19.0,16.666666666666675,1
2020-03-08,2020-09,7,8,1,1,Thailand,1.0,16.666666666666675,1
2020-03-08,2020-09,7,8,0,1,Israel,1.0,16.666666666666675,1
2020-03-08,2020-09,7,11,0,1,Mexico,1.0,16.666666666666675,1
2020-03-08,2020-09,7,8,0,1,United_Arab_Emirates,1.0,16.666666666666675,1
2020-03-08,2020-09,7,36,0,5,United_Kingdom,5.0,16.666666666666675,1
2020-03-08,2020-09,7,15,0,2,Canada,2.0,16.666666666666675,1
2020-03-08,2020-09,7,9,0,1,Lebanon,1.0,16.666666666666675,1
2020-03-08,2020-09,7,14,0,2,Austria,2.0,16.666666666666675,1
2020-03-08,2020-09,7,13,0,1,Netherlands,1.0,16.666666666666675,1
2020-03-09,2020-10,1,252,3,36,Netherlands,6.0,500.0,1
2020-03-09,2020-10,1,211,0,30,Sweden,5.142857142857143,414.28571428571433,2
2020-03-09,2020-10,1,388,0,55,Belgium,9.571428571428571,378.57142857142856,3
2020-03-09,2020-10,1,308,2,44,Switzerland,8.857142857142858,195.23809523809524,4
2020-03-09,2020-10,1,150,0,21,Norway,4.714285714285714,135.71428571428572,5
2020-03-09,2020-10,1,1391,5,198,Spain,44.57142857142857,134.58646616541353,6
2020-03-09,2020-10,1,365,2,52,United_Kingdom,11.714285714285714,134.28571428571425,7
2020-03-09,2020-10,1,70,0,10,Malaysia,2.2857142857142856,128.57142857142856,8
2020-03-09,2020-10,1,465,19,66,United_States_of_America,15.428571428571429,120.40816326530614,9
2020-03-09,2020-10,1,66,0,9,Greece,2.142857142857143,114.28571428571428,10
2020-03-10,2020-10,2,8,0,1,Russia,0.2857142857142857,100.0,1
2020-03-10,2020-10,2,7,0,1,Philippines,0.2857142857142857,100.0,1
2020-03-10,2020-10,2,17,0,2,Algeria,0.5714285714285714,100.0,1
2020-03-10,2020-10,2,8,0,1,Ecuador,0.2857142857142857,100.0,1
2020-03-10,2020-10,2,12,0,1,Qatar,0.2857142857142857,100.0,1
2020-03-10,2020-10,2,24,0,3,Finland,0.8571428571428571,100.0,1
2020-03-10,2020-10,2,31,0,4,India,1.1428571428571428,100.0,1
2020-03-10,2020-10,2,29,0,4,Czechia,1.1428571428571428,100.0,1
2020-03-10,2020-10,2,34,0,4,Denmark,1.1428571428571428,100.0,1
2020-03-10,2020-10,2,20,0,2,Ireland,0.5714285714285714,100.0,1
2020-03-10,2020-10,2,52,0,7,Iceland,2.0,100.0,1
2020-03-10,2020-10,2,10,0,1,Oman,0.2857142857142857,100.0,1
2020-03-10,2020-10,2,9,0,1,Estonia,0.2857142857142857,100.0,1
2020-03-10,2020-10,2,10,0,1,Georgia,0.2857142857142857,100.0,1
2020-03-10,2020-10,2,23,0,3,Brazil,0.8571428571428571,100.0,1
2020-03-10,2020-10,2,12,0,1,Romania,0.2857142857142857,100.0,1
2020-03-10,2020-10,2,47,1,6,Egypt,1.7142857142857142,100.0,1
2020-03-10,2020-10,2,14,0,2,Vietnam,0.5714285714285714,100.0,1
2020-03-11,2020-10,3,24,0,3,Finland,1.2857142857142858,50.00000000000002,1
2020-03-11,2020-10,3,23,0,3,Brazil,1.2857142857142858,50.00000000000002,1
2020-03-11,2020-10,3,47,1,6,Egypt,2.5714285714285716,50.00000000000002,1
2020-03-11,2020-10,3,8,0,1,Russia,0.42857142857142855,50.0,4
2020-03-11,2020-10,3,7,0,1,Philippines,0.42857142857142855,50.0,4
2020-03-11,2020-10,3,17,0,2,Algeria,0.8571428571428571,50.0,4
2020-03-11,2020-10,3,8,0,1,Ecuador,0.42857142857142855,50.0,4
2020-03-11,2020-10,3,12,0,1,Qatar,0.42857142857142855,50.0,4
2020-03-11,2020-10,3,31,0,4,India,1.7142857142857142,50.0,4
2020-03-11,2020-10,3,29,0,4,Czechia,1.7142857142857142,50.0,4
2020-03-11,2020-10,3,34,0,4,Denmark,1.7142857142857142,50.0,4
2020-03-11,2020-10,3,20,0,2,Ireland,0.8571428571428571,50.0,4
2020-03-11,2020-10,3,52,0,7,Iceland,3.0,50.0,4
2020-03-11,2020-10,3,10,0,1,Oman,0.42857142857142855,50.0,4
2020-03-11,2020-10,3,9,0,1,Estonia,0.42857142857142855,50.0,4
2020-03-11,2020-10,3,10,0,1,Georgia,0.42857142857142855,50.0,4
2020-03-11,2020-10,3,12,0,1,Romania,0.42857142857142855,50.0,4
2020-03-11,2020-10,3,14,0,2,Vietnam,0.8571428571428571,50.0,4
2020-03-12,2020-10,4,8,0,1,Russia,0.5714285714285714,33.33333333333333,1
2020-03-12,2020-10,4,7,0,1,Philippines,0.5714285714285714,33.33333333333333,1
2020-03-12,2020-10,4,17,0,2,Algeria,1.1428571428571428,33.33333333333333,1
2020-03-12,2020-10,4,8,0,1,Ecuador,0.5714285714285714,33.33333333333333,1
2020-03-12,2020-10,4,12,0,1,Qatar,0.5714285714285714,33.33333333333333,1
2020-03-12,2020-10,4,24,0,3,Finland,1.7142857142857142,33.33333333333333,1
2020-03-12,2020-10,4,31,0,4,India,2.2857142857142856,33.33333333333333,1
2020-03-12,2020-10,4,29,0,4,Czechia,2.2857142857142856,33.33333333333333,1
2020-03-12,2020-10,4,34,0,4,Denmark,2.2857142857142856,33.33333333333333,1
2020-03-12,2020-10,4,20,0,2,Ireland,1.1428571428571428,33.33333333333333,1
2020-03-12,2020-10,4,52,0,7,Iceland,4.0,33.33333333333333,1
2020-03-12,2020-10,4,10,0,1,Oman,0.5714285714285714,33.33333333333333,1
2020-03-12,2020-10,4,9,0,1,Estonia,0.5714285714285714,33.33333333333333,1
2020-03-12,2020-10,4,10,0,1,Georgia,0.5714285714285714,33.33333333333333,1
2020-03-12,2020-10,4,23,0,3,Brazil,1.7142857142857142,33.33333333333333,1
2020-03-12,2020-10,4,12,0,1,Romania,0.5714285714285714,33.33333333333333,1
2020-03-12,2020-10,4,47,1,6,Egypt,3.4285714285714284,33.33333333333333,1
2020-03-12,2020-10,4,14,0,2,Vietnam,1.1428571428571428,33.33333333333333,1
2020-03-13,2020-10,5,8,0,1,Russia,0.7142857142857143,25.0,1
2020-03-13,2020-10,5,7,0,1,Philippines,0.7142857142857143,25.0,1
2020-03-13,2020-10,5,17,0,2,Algeria,1.4285714285714286,25.0,1
2020-03-13,2020-10,5,8,0,1,Ecuador,0.7142857142857143,25.0,1
2020-03-13,2020-10,5,12,0,1,Qatar,0.7142857142857143,25.0,1
2020-03-13,2020-10,5,24,0,3,Finland,2.142857142857143,25.0,1
2020-03-13,2020-10,5,31,0,4,India,2.857142857142857,25.0,1
2020-03-13,2020-10,5,29,0,4,Czechia,2.857142857142857,25.0,1
2020-03-13,2020-10,5,34,0,4,Denmark,2.857142857142857,25.0,1
2020-03-13,2020-10,5,20,0,2,Ireland,1.4285714285714286,25.0,1
2020-03-13,2020-10,5,52,0,7,Iceland,5.0,25.0,1
2020-03-13,2020-10,5,10,0,1,Oman,0.7142857142857143,25.0,1
2020-03-13,2020-10,5,9,0,1,Estonia,0.7142857142857143,25.0,1
2020-03-13,2020-10,5,10,0,1,Georgia,0.7142857142857143,25.0,1
2020-03-13,2020-10,5,23,0,3,Brazil,2.142857142857143,25.0,1
2020-03-13,2020-10,5,12,0,1,Romania,0.7142857142857143,25.0,1
2020-03-13,2020-10,5,47,1,6,Egypt,4.285714285714286,25.0,1
2020-03-13,2020-10,5,14,0,2,Vietnam,1.4285714285714286,25.0,1
2020-03-14,2020-10,6,24,0,3,Finland,2.5714285714285716,20.000000000000018,1
2020-03-14,2020-10,6,23,0,3,Brazil,2.5714285714285716,20.000000000000018,1
2020-03-14,2020-10,6,47,1,6,Egypt,5.142857142857143,20.000000000000018,1
2020-03-14,2020-10,6,8,0,1,Russia,0.8571428571428571,19.999999999999996,4
2020-03-14,2020-10,6,7,0,1,Philippines,0.8571428571428571,19.999999999999996,4
2020-03-14,2020-10,6,17,0,2,Algeria,1.7142857142857142,19.999999999999996,4
2020-03-14,2020-10,6,8,0,1,Ecuador,0.8571428571428571,19.999999999999996,4
2020-03-14,2020-10,6,12,0,1,Qatar,0.8571428571428571,19.999999999999996,4
2020-03-14,2020-10,6,31,0,4,India,3.4285714285714284,19.999999999999996,4
2020-03-14,2020-10,6,29,0,4,Czechia,3.4285714285714284,19.999999999999996,4
2020-03-14,2020-10,6,34,0,4,Denmark,3.4285714285714284,19.999999999999996,4
2020-03-14,2020-10,6,20,0,2,Ireland,1.7142857142857142,19.999999999999996,4
2020-03-14,2020-10,6,52,0,7,Iceland,6.0,19.999999999999996,4
2020-03-14,2020-10,6,10,0,1,Oman,0.8571428571428571,19.999999999999996,4
2020-03-14,2020-10,6,9,0,1,Estonia,0.8571428571428571,19.999999999999996,4
2020-03-14,2020-10,6,10,0,1,Georgia,0.8571428571428571,19.999999999999996,4
2020-03-14,2020-10,6,12,0,1,Romania,0.8571428571428571,19.999999999999996,4
2020-03-14,2020-10,6,14,0,2,Vietnam,1.7142857142857142,19.999999999999996,4
2020-03-15,2020-10,7,8,0,1,Russia,1.0,16.666666666666675,1
2020-03-15,2020-10,7,7,0,1,Philippines,1.0,16.666666666666675,1
2020-03-15,2020-10,7,17,0,2,Algeria,2.0,16.666666666666675,1
2020-03-15,2020-10,7,8,0,1,Ecuador,1.0,16.666666666666675,1
2020-03-15,2020-10,7,12,0,1,Qatar,1.0,16.666666666666675,1
2020-03-15,2020-10,7,31,0,4,India,4.0,16.666666666666675,1
2020-03-15,2020-10,7,29,0,4,Czechia,4.0,16.666666666666675,1
2020-03-15,2020-10,7,34,0,4,Denmark,4.0,16.666666666666675,1
2020-03-15,2020-10,7,20,0,2,Ireland,2.0,16.666666666666675,1
2020-03-15,2020-10,7,52,0,7,Iceland,7.0,16.666666666666675,1
2020-03-15,2020-10,7,10,0,1,Oman,1.0,16.666666666666675,1
2020-03-15,2020-10,7,9,0,1,Estonia,1.0,16.666666666666675,1
2020-03-15,2020-10,7,10,0,1,Georgia,1.0,16.666666666666675,1
2020-03-15,2020-10,7,12,0,1,Romania,1.0,16.666666666666675,1
2020-03-15,2020-10,7,14,0,2,Vietnam,2.0,16.666666666666675,1
2020-03-16,2020-11,1,386,0,55,Qatar,8.714285714285714,771.4285714285713,1
2020-03-16,2020-11,1,837,1,119,Denmark,20.428571428571427,410.71428571428567,2
2020-03-16,2020-11,1,161,0,23,Estonia,4.142857142857143,314.28571428571433,3
2020-03-16,2020-11,1,130,11,18,Philippines,3.4285714285714284,242.85714285714283,4
2020-03-16,2020-11,1,124,0,17,Romania,3.2857142857142856,228.57142857142856,5
2020-03-16,2020-11,1,114,3,16,Poland,3.142857142857143,214.28571428571428,6
2020-03-16,2020-11,1,216,0,30,Mexico,6.0,200.0,7
2020-03-16,2020-11,1,107,0,15,Saudi_Arabia,3.0,200.0,7
2020-03-16,2020-11,1,203,0,29,Slovenia,5.857142857142857,192.85714285714283,9
2020-03-16,2020-11,1,237,0,33,Finland,7.285714285714286,142.85714285714283,10
2020-03-17,2020-11,2,48,0,6,South_Africa,1.7142857142857142,100.0,1
2020-03-17,2020-11,2,12,0,1,Afghanistan,0.2857142857142857,100.0,1
2020-03-17,2020-11,2,10,0,1,Cambodia,0.2857142857142857,100.0,1
2020-03-17,2020-11,2,9,0,1,Maldives,0.2857142857142857,100.0,1
2020-03-17,2020-11,2,14,0,2,Taiwan,0.5714285714285714,100.0,1
2020-03-17,2020-11,2,56,0,8,Slovakia,2.2857142857142856,100.0,1
2020-03-17,2020-11,2,40,1,5,Albania,1.4285714285714286,100.0,1
2020-03-17,2020-11,2,21,0,3,Belarus,0.8571428571428571,100.0,1
2020-03-17,2020-11,2,27,0,3,Malta,0.8571428571428571,100.0,1
2020-03-17,2020-11,2,36,0,5,Croatia,1.4285714285714286,100.0,1
2020-03-17,2020-11,2,18,0,2,Sri_Lanka,0.5714285714285714,100.0,1
2020-03-17,2020-11,2,13,0,1,Lithuania,0.2857142857142857,100.0,1
2020-03-17,2020-11,2,8,0,1,Monaco,0.2857142857142857,100.0,1
2020-03-17,2020-11,2,111,5,15,Indonesia,4.285714285714286,100.0,1
2020-03-17,2020-11,2,10,0,1,Azerbaijan,0.2857142857142857,100.0,1
2020-03-17,2020-11,2,27,0,3,Armenia,0.8571428571428571,100.0,1
2020-03-17,2020-11,2,28,0,4,Latvia,1.1428571428571428,100.0,1
2020-03-17,2020-11,2,10,0,1,North_Macedonia,0.2857142857142857,100.0,1
2020-03-17,2020-11,2,72,1,10,Luxembourg,2.857142857142857,100.0,1
2020-03-17,2020-11,2,47,2,6,Bulgaria,1.7142857142857142,100.0,1
2020-03-17,2020-11,2,9,0,1,Dominican_Republic,0.2857142857142857,100.0,1
2020-03-17,2020-11,2,25,0,3,Pakistan,0.8571428571428571,100.0,1
2020-03-17,2020-11,2,30,0,4,Costa_Rica,1.1428571428571428,100.0,1
2020-03-18,2020-11,3,48,0,6,South_Africa,2.5714285714285716,50.00000000000002,1
2020-03-18,2020-11,3,21,0,3,Belarus,1.2857142857142858,50.00000000000002,1
2020-03-18,2020-11,3,27,0,3,Malta,1.2857142857142858,50.00000000000002,1
2020-03-18,2020-11,3,27,0,3,Armenia,1.2857142857142858,50.00000000000002,1
2020-03-18,2020-11,3,47,2,6,Bulgaria,2.5714285714285716,50.00000000000002,1
2020-03-18,2020-11,3,25,0,3,Pakistan,1.2857142857142858,50.00000000000002,1
2020-03-18,2020-11,3,12,0,1,Afghanistan,0.42857142857142855,50.0,7
2020-03-18,2020-11,3,10,0,1,Cambodia,0.42857142857142855,50.0,7
2020-03-18,2020-11,3,9,0,1,Maldives,0.42857142857142855,50.0,7
2020-03-18,2020-11,3,14,0,2,Taiwan,0.8571428571428571,50.0,7
2020-03-18,2020-11,3,56,0,8,Slovakia,3.4285714285714284,50.0,7
2020-03-18,2020-11,3,40,1,5,Albania,2.142857142857143,50.0,7
2020-03-18,2020-11,3,36,0,5,Croatia,2.142857142857143,50.0,7
2020-03-18,2020-11,3,18,0,2,Sri_Lanka,0.8571428571428571,50.0,7
2020-03-18,2020-11,3,13,0,1,Lithuania,0.42857142857142855,50.0,7
2020-03-18,2020-11,3,8,0,1,Monaco,0.42857142857142855,50.0,7
2020-03-18,2020-11,3,111,5,15,Indonesia,6.428571428571429,50.0,7
2020-03-18,2020-11,3,10,0,1,Azerbaijan,0.42857142857142855,50.0,7
2020-03-18,2020-11,3,28,0,4,Latvia,1.7142857142857142,50.0,7
2020-03-18,2020-11,3,10,0,1,North_Macedonia,0.42857142857142855,50.0,7
2020-03-18,2020-11,3,72,1,10,Luxembourg,4.285714285714286,50.0,7
2020-03-18,2020-11,3,9,0,1,Dominican_Republic,0.42857142857142855,50.0,7
2020-03-18,2020-11,3,30,0,4,Costa_Rica,1.7142857142857142,50.0,7
2020-03-19,2020-11,4,40,1,5,Albania,2.857142857142857,33.33333333333335,1
2020-03-19,2020-11,4,36,0,5,Croatia,2.857142857142857,33.33333333333335,1
2020-03-19,2020-11,4,72,1,10,Luxembourg,5.714285714285714,33.33333333333335,1
2020-03-19,2020-11,4,48,0,6,South_Africa,3.4285714285714284,33.33333333333333,4
2020-03-19,2020-11,4,12,0,1,Afghanistan,0.5714285714285714,33.33333333333333,4
2020-03-19,2020-11,4,10,0,1,Cambodia,0.5714285714285714,33.33333333333333,4
2020-03-19,2020-11,4,9,0,1,Maldives,0.5714285714285714,33.33333333333333,4
2020-03-19,2020-11,4,14,0,2,Taiwan,1.1428571428571428,33.33333333333333,4
2020-03-19,2020-11,4,56,0,8,Slovakia,4.571428571428571,33.33333333333333,4
2020-03-19,2020-11,4,21,0,3,Belarus,1.7142857142857142,33.33333333333333,4
2020-03-19,2020-11,4,27,0,3,Malta,1.7142857142857142,33.33333333333333,4
2020-03-19,2020-11,4,18,0,2,Sri_Lanka,1.1428571428571428,33.33333333333333,4
2020-03-19,2020-11,4,13,0,1,Lithuania,0.5714285714285714,33.33333333333333,4
2020-03-19,2020-11,4,8,0,1,Monaco,0.5714285714285714,33.33333333333333,4
2020-03-19,2020-11,4,111,5,15,Indonesia,8.571428571428571,33.33333333333333,4
2020-03-19,2020-11,4,10,0,1,Azerbaijan,0.5714285714285714,33.33333333333333,4
2020-03-19,2020-11,4,27,0,3,Armenia,1.7142857142857142,33.33333333333333,4
2020-03-19,2020-11,4,28,0,4,Latvia,2.2857142857142856,33.33333333333333,4
2020-03-19,2020-11,4,10,0,1,North_Macedonia,0.5714285714285714,33.33333333333333,4
2020-03-19,2020-11,4,47,2,6,Bulgaria,3.4285714285714284,33.33333333333333,4
2020-03-19,2020-11,4,9,0,1,Dominican_Republic,0.5714285714285714,33.33333333333333,4
2020-03-19,2020-11,4,25,0,3,Pakistan,1.7142857142857142,33.33333333333333,4
2020-03-19,2020-11,4,30,0,4,Costa_Rica,2.2857142857142856,33.33333333333333,4
2020-03-20,2020-11,5,48,0,6,South_Africa,4.285714285714286,25.0,1
2020-03-20,2020-11,5,12,0,1,Afghanistan,0.7142857142857143,25.0,1
2020-03-20,2020-11,5,10,0,1,Cambodia,0.7142857142857143,25.0,1
2020-03-20,2020-11,5,9,0,1,Maldives,0.7142857142857143,25.0,1
2020-03-20,2020-11,5,14,0,2,Taiwan,1.4285714285714286,25.0,1
2020-03-20,2020-11,5,56,0,8,Slovakia,5.714285714285714,25.0,1
2020-03-20,2020-11,5,40,1,5,Albania,3.5714285714285716,25.0,1
2020-03-20,2020-11,5,21,0,3,Belarus,2.142857142857143,25.0,1
2020-03-20,2020-11,5,27,0,3,Malta,2.142857142857143,25.0,1
2020-03-20,2020-11,5,36,0,5,Croatia,3.5714285714285716,25.0,1
2020-03-20,2020-11,5,18,0,2,Sri_Lanka,1.4285714285714286,25.0,1
2020-03-20,2020-11,5,13,0,1,Lithuania,0.7142857142857143,25.0,1
2020-03-20,2020-11,5,8,0,1,Monaco,0.7142857142857143,25.0,1
2020-03-20,2020-11,5,111,5,15,Indonesia,10.714285714285714,25.0,1
2020-03-20,2020-11,5,10,0,1,Azerbaijan,0.7142857142857143,25.0,1
2020-03-20,2020-11,5,27,0,3,Armenia,2.142857142857143,25.0,1
2020-03-20,2020-11,5,28,0,4,Latvia,2.857142857142857,25.0,1
2020-03-20,2020-11,5,10,0,1,North_Macedonia,0.7142857142857143,25.0,1
2020-03-20,2020-11,5,72,1,10,Luxembourg,7.142857142857143,25.0,1
2020-03-20,2020-11,5,47,2,6,Bulgaria,4.285714285714286,25.0,1
2020-03-20,2020-11,5,9,0,1,Dominican_Republic,0.7142857142857143,25.0,1
2020-03-20,2020-11,5,25,0,3,Pakistan,2.142857142857143,25.0,1
2020-03-20,2020-11,5,30,0,4,Costa_Rica,2.857142857142857,25.0,1
2020-03-21,2020-11,6,48,0,6,South_Africa,5.142857142857143,20.000000000000018,1
2020-03-21,2020-11,6,21,0,3,Belarus,2.5714285714285716,20.000000000000018,1
2020-03-21,2020-11,6,27,0,3,Malta,2.5714285714285716,20.000000000000018,1
2020-03-21,2020-11,6,111,5,15,Indonesia,12.857142857142858,20.000000000000018,1
2020-03-21,2020-11,6,27,0,3,Armenia,2.5714285714285716,20.000000000000018,1
2020-03-21,2020-11,6,47,2,6,Bulgaria,5.142857142857143,20.000000000000018,1
2020-03-21,2020-11,6,25,0,3,Pakistan,2.5714285714285716,20.000000000000018,1
2020-03-21,2020-11,6,12,0,1,Afghanistan,0.8571428571428571,19.999999999999996,8
2020-03-21,2020-11,6,10,0,1,Cambodia,0.8571428571428571,19.999999999999996,8
2020-03-21,2020-11,6,9,0,1,Maldives,0.8571428571428571,19.999999999999996,8
2020-03-21,2020-11,6,14,0,2,Taiwan,1.7142857142857142,19.999999999999996,8
2020-03-21,2020-11,6,56,0,8,Slovakia,6.857142857142857,19.999999999999996,8
2020-03-21,2020-11,6,40,1,5,Albania,4.285714285714286,19.999999999999996,8
2020-03-21,2020-11,6,36,0,5,Croatia,4.285714285714286,19.999999999999996,8
2020-03-21,2020-11,6,18,0,2,Sri_Lanka,1.7142857142857142,19.999999999999996,8
2020-03-21,2020-11,6,13,0,1,Lithuania,0.8571428571428571,19.999999999999996,8
2020-03-21,2020-11,6,8,0,1,Monaco,0.8571428571428571,19.999999999999996,8
2020-03-21,2020-11,6,10,0,1,Azerbaijan,0.8571428571428571,19.999999999999996,8
2020-03-21,2020-11,6,28,0,4,Latvia,3.4285714285714284,19.999999999999996,8
2020-03-21,2020-11,6,10,0,1,North_Macedonia,0.8571428571428571,19.999999999999996,8
2020-03-21,2020-11,6,72,1,10,Luxembourg,8.571428571428571,19.999999999999996,8
2020-03-21,2020-11,6,9,0,1,Dominican_Republic,0.8571428571428571,19.999999999999996,8
2020-03-21,2020-11,6,30,0,4,Costa_Rica,3.4285714285714284,19.999999999999996,8
2020-03-22,2020-11,7,12,0,1,Afghanistan,1.0,16.666666666666675,1
2020-03-22,2020-11,7,10,0,1,Cambodia,1.0,16.666666666666675,1
2020-03-22,2020-11,7,9,0,1,Maldives,1.0,16.666666666666675,1
2020-03-22,2020-11,7,14,0,2,Taiwan,2.0,16.666666666666675,1
2020-03-22,2020-11,7,56,0,8,Slovakia,8.0,16.666666666666675,1
2020-03-22,2020-11,7,40,1,5,Albania,5.0,16.666666666666675,1
2020-03-22,2020-11,7,36,0,5,Croatia,5.0,16.666666666666675,1
2020-03-22,2020-11,7,18,0,2,Sri_Lanka,2.0,16.666666666666675,1
2020-03-22,2020-11,7,13,0,1,Lithuania,1.0,16.666666666666675,1
2020-03-22,2020-11,7,8,0,1,Monaco,1.0,16.666666666666675,1
2020-03-22,2020-11,7,10,0,1,Azerbaijan,1.0,16.666666666666675,1
2020-03-22,2020-11,7,28,0,4,Latvia,4.0,16.666666666666675,1
2020-03-22,2020-11,7,10,0,1,North_Macedonia,1.0,16.666666666666675,1
2020-03-22,2020-11,7,72,1,10,Luxembourg,10.0,16.666666666666675,1
2020-03-22,2020-11,7,9,0,1,Dominican_Republic,1.0,16.666666666666675,1
2020-03-22,2020-11,7,30,0,4,Costa_Rica,4.0,16.666666666666675,1
2020-03-23,2020-12,1,1218,30,174,Turkey,26.571428571428573,1228.5714285714287,1
2020-03-23,2020-12,1,752,12,107,Ecuador,17.857142857142858,495.23809523809524,2
2020-03-23,2020-12,1,753,5,107,Pakistan,17.857142857142858,495.23809523809524,2
2020-03-23,2020-12,1,191,3,27,Dominican_Republic,4.714285714285714,371.42857142857144,4
2020-03-23,2020-12,1,150,0,21,Uruguay,3.857142857142857,285.7142857142857,5
2020-03-23,2020-12,1,129,1,18,Lithuania,3.4285714285714284,242.85714285714283,6
2020-03-23,2020-12,1,101,1,14,North_Macedonia,2.857142857142857,185.71428571428572,7
2020-03-23,2020-12,1,721,7,103,Luxembourg,23.285714285714285,132.85714285714283,8
2020-03-23,2020-12,1,74,0,10,Cambodia,2.2857142857142856,128.57142857142856,9
2020-03-23,2020-12,1,31432,402,4490,United_States_of_America,1035.7142857142858,125.15527950310559,10
2020-03-24,2020-12,2,61,3,8,Burkina_Faso,2.2857142857142856,100.0,1
2020-03-24,2020-12,2,46,0,6,Trinidad_and_Tobago,1.7142857142857142,100.0,1
2020-03-24,2020-12,2,14,0,2,Rwanda,0.5714285714285714,100.0,1
2020-03-24,2020-12,2,14,0,2,Togo,0.5714285714285714,100.0,1
2020-03-24,2020-12,2,22,1,3,Ghana,0.8571428571428571,100.0,1
2020-03-24,2020-12,2,21,0,3,Cote_dIvoire,0.8571428571428571,100.0,1
2020-03-24,2020-12,2,94,0,13,New_Zealand,3.7142857142857144,100.0,1
2020-03-24,2020-12,2,108,0,15,Andorra,4.285714285714286,100.0,1
2020-03-24,2020-12,2,28,0,4,Nigeria,1.1428571428571428,100.0,1
2020-03-24,2020-12,2,24,3,3,Bangladesh,0.8571428571428571,100.0,1
2020-03-24,2020-12,2,106,0,15,Faroe_Islands,4.285714285714286,100.0,1
2020-03-24,2020-12,2,44,3,6,Ukraine,1.7142857142857142,100.0,1
2020-03-24,2020-12,2,33,0,4,Oman,1.1428571428571428,100.0,1
2020-03-24,2020-12,2,24,2,3,Democratic_Republic_of_the_Congo,0.8571428571428571,100.0,1
2020-03-24,2020-12,2,18,0,2,Guatemala,0.5714285714285714,100.0,1
2020-03-24,2020-12,2,21,0,3,Honduras,0.8571428571428571,100.0,1
2020-03-24,2020-12,2,7,0,1,Ethiopia,0.2857142857142857,100.0,1
2020-03-24,2020-12,2,40,0,5,Uzbekistan,1.4285714285714286,100.0,1
2020-03-24,2020-12,2,12,0,1,Kenya,0.2857142857142857,100.0,1
2020-03-24,2020-12,2,23,0,3,Cameroon,0.8571428571428571,100.0,1
2020-03-25,2020-12,3,46,0,6,Trinidad_and_Tobago,2.5714285714285716,50.00000000000002,1
2020-03-25,2020-12,3,22,1,3,Ghana,1.2857142857142858,50.00000000000002,1
2020-03-25,2020-12,3,21,0,3,Cote_dIvoire,1.2857142857142858,50.00000000000002,1
2020-03-25,2020-12,3,24,3,3,Bangladesh,1.2857142857142858,50.00000000000002,1
2020-03-25,2020-12,3,44,3,6,Ukraine,2.5714285714285716,50.00000000000002,1
2020-03-25,2020-12,3,24,2,3,Democratic_Republic_of_the_Congo,1.2857142857142858,50.00000000000002,1
2020-03-25,2020-12,3,21,0,3,Honduras,1.2857142857142858,50.00000000000002,1
2020-03-25,2020-12,3,23,0,3,Cameroon,1.2857142857142858,50.00000000000002,1
