country,date,currentInfected,casesDaily,movingAverage7Days
area13,2020-01-13,13,5,1.1428571428571428
area13,2020-01-14,14,1,1.2857142857142858
area13,2020-01-15,16,2,1.4285714285714286
area13,2020-01-16,19,3,2.5714285714285716
area13,2020-01-17,24,5,3.0
area13,2020-01-18,24,0,2.0
area13,2020-01-19,28,4,2.857142857142857
area13,2020-01-20,43,15,4.285714285714286
area13,2020-01-21,51,8,5.285714285714286
area13,2020-01-22,47,-4,4.428571428571429
area13,2020-01-23,62,15,6.142857142857143
area13,2020-01-24,60,-2,5.142857142857143
area13,2020-01-25,73,13,7.0
area13,2020-01-26,70,-3,6.0
area13,2020-01-27,73,3,4.285714285714286
area13,2020-01-28,67,-6,2.2857142857142856
area13,2020-01-29,66,-1,2.7142857142857144
area13,2020-01-30,70,4,1.1428571428571428
area13,2020-01-31,47,-23,-1.8571428571428572
area13,2020-02-01,35,-12,-5.428571428571429
area13,2020-02-02,49,14,-3.0
area13,2020-02-03,34,-15,-5.571428571428571
area13,2020-02-04,36,2,-4.428571428571429
area13,2020-02-05,21,-15,-6.428571428571429
area13,2020-02-06,13,-8,-8.142857142857142
area13,2020-02-07,13,0,-4.857142857142857
area13,2020-02-08,8,-5,-3.857142857142857
area13,2020-02-09,7,-1,-6.0
area13,2020-02-10,3,-4,-4.428571428571429
area13,2020-02-11,4,1,-4.571428571428571
area13,2020-02-12,4,0,-2.4285714285714284
area13,2020-02-13,1,-3,-1.7142857142857142
area13,2020-02-14,0,-1,-1.8571428571428572
area13,2020-02-15,1,1,-1.0
area13,2020-02-16,1,0,-0.8571428571428571
area13,2020-02-17,0,-1,-0.42857142857142855
area13,2020-02-18,1,1,-0.42857142857142855
area13,2020-02-19,0,-1,-0.5714285714285714
area13,2020-02-20,0,0,-0.14285714285714285
area13,2020-02-21,0,0,0.0
area13,2020-02-22,0,0,-0.14285714285714285
area13,2020-02-23,0,0,-0.14285714285714285
area13,2020-02-24,0,0,0.0
area13,2020-02-25,0,0,-0.14285714285714285
area13,2020-02-26,0,0,0.0
area13,2020-02-27,0,0,0.0
area13,2020-02-28,0,0,0.0
area13,2020-02-29,0,0,0.0
area13,2020-03-01,0,0,0.0
area13,2020-03-02,0,0,0.0
area13,2020-03-03,0,0,0.0
area13,2020-03-04,0,0,0.0
area13,2020-03-05,0,0,0.0
area13,2020-03-06,0,0,0.0
area13,2020-03-07,0,0,0.0
area13,2020-03-08,0,0,0.0
area13,2020-03-09,0,0,0.0
area13,2020-03-10,0,0,0.0
area13,2020-03-11,0,0,0.0
area13,2020-03-12,0,0,0.0
area13,2020-03-13,0,0,0.0
area13,2020-03-14,0,0,0.0
area13,2020-03-15,0,0,0.0
area13,2020-03-16,0,0,0.0
area13,2020-03-17,0,0,0.0
area13,2020-03-18,0,0,0.0
area13,2020-03-19,0,0,0.0
area13,2020-03-20,0,0,0.0
area13,2020-03-21,0,0,0.0
area13,2020-03-22,0,0,0.0
area13,2020-03-23,0,0,0.0
area13,2020-03-24,0,0,0.0
area13,2020-03-25,0,0,0.0
area13,2020-03-26,0,0,0.0
area13,2020-03-27,0,0,0.0
area13,2020-03-28,0,0,0.0
area13,2020-03-29,0,0,0.0
