country,date,currentInfected,casesDaily,movingAverage7Days,percentageIncreaseOfMA7Days,rank
area6,2020-02-12,2,-2,-2.142857142857143,87.5,1
area10,2020-02-12,0,0,-2.2857142857142856,14.28571428571428,2
area5,2020-02-12,1,-2,-2.5714285714285716,5.882352941176494,3
area8,2020-02-12,0,-2,-3.0,5.000000000000004,4
area11,2020-02-12,2,0,-3.4285714285714284,4.347826086956519,5
area7,2020-02-12,1,-2,-2.857142857142857,-9.090909090909083,6
area1,2020-02-12,4,2,-2.142857142857143,-11.764705882352933,7
area2,2020-02-12,2,1,-3.0,-16.000000000000004,8
area12,2020-02-12,4,-2,-3.142857142857143,-18.518518518518523,9
area9,2020-02-12,1,-2,-2.142857142857143,-28.57142857142857,10
area4,2020-02-13,1,-2,-2.2857142857142856,219.99999999999997,1
area14,2020-02-13,0,-2,-2.4285714285714284,41.66666666666667,2
area1,2020-02-13,2,-2,-2.857142857142857,33.33333333333335,3
area9,2020-02-13,1,0,-2.142857142857143,0.0,4
area12,2020-02-13,1,-3,-3.0,-4.545454545454541,5
area2,2020-02-13,1,-1,-2.857142857142857,-4.761904761904756,6
area10,2020-02-13,0,0,-2.0,-12.5,7
area13,2020-02-13,1,-3,-1.7142857142857142,-29.411764705882348,8
area6,2020-02-13,1,-1,-1.4285714285714286,-33.33333333333333,9
area15,2020-02-13,2,0,-2.2857142857142856,-33.333333333333336,10
area6,2020-02-14,1,0,-1.8571428571428572,30.000000000000004,1
area13,2020-02-14,0,-1,-1.8571428571428572,8.333333333333348,2
area11,2020-02-14,0,-1,-1.8571428571428572,0.0,3
area10,2020-02-14,2,2,-2.0,0.0,3
area0,2020-02-14,0,-1,-1.5714285714285714,-8.333333333333325,5
area8,2020-02-14,2,0,-1.4285714285714286,-9.090909090909083,6
area7,2020-02-14,2,-1,-1.5714285714285714,-15.384615384615385,7
area2,2020-02-14,2,1,-1.8571428571428572,-35.0,8
area3,2020-02-14,0,-1,-1.0,-36.36363636363637,9
area15,2020-02-14,2,0,-1.4285714285714286,-37.5,10
area3,2020-02-15,1,1,-1.1428571428571428,14.28571428571428,1
area14,2020-02-15,1,1,-1.1428571428571428,14.28571428571428,1
area1,2020-02-15,0,0,-1.2857142857142858,12.500000000000021,3
area8,2020-02-15,2,0,-1.5714285714285714,9.999999999999986,4
area7,2020-02-15,0,-2,-1.5714285714285714,0.0,5
area9,2020-02-15,0,0,-0.8571428571428571,0.0,5
area12,2020-02-15,0,-1,-1.5714285714285714,0.0,5
area5,2020-02-15,0,-2,-0.8571428571428571,0.0,5
area0,2020-02-15,1,1,-1.1428571428571428,-27.27272727272727,9
area4,2020-02-15,0,0,-0.8571428571428571,-33.333333333333336,10
area11,2020-02-16,0,-1,-1.1428571428571428,59.999999999999986,1
area9,2020-02-16,1,1,-1.0,16.666666666666675,2
area3,2020-02-16,0,-1,-1.2857142857142858,12.500000000000021,3
area7,2020-02-16,0,0,-1.5714285714285714,0.0,4
area15,2020-02-16,0,-1,-0.7142857142857143,0.0,4
area1,2020-02-16,0,0,-1.1428571428571428,-11.111111111111127,6
area2,2020-02-16,0,0,-0.8571428571428571,-14.28571428571429,7
area13,2020-02-16,1,0,-0.8571428571428571,-14.28571428571429,7
area5,2020-02-16,0,0,-0.7142857142857143,-16.666666666666664,9
area6,2020-02-16,0,-1,-0.7142857142857143,-37.5,10
area14,2020-02-16,0,-1,-0.7142857142857143,-37.5,10
area10,2020-02-17,0,-1,-1.2857142857142858,350.0000000000001,1
area0,2020-02-17,1,0,-1.1428571428571428,100.0,2
area4,2020-02-17,0,-2,-0.42857142857142855,0.0,3
area15,2020-02-17,0,0,-0.7142857142857143,0.0,3
area1,2020-02-17,0,0,-1.0,-12.5,5
area2,2020-02-17,0,0,-0.5714285714285714,-33.333333333333336,6
area3,2020-02-17,1,1,-0.8571428571428571,-33.333333333333336,6
area11,2020-02-17,0,0,-0.7142857142857143,-37.5,8
area14,2020-02-17,1,1,-0.42857142857142855,-40.0,9
area13,2020-02-17,0,-1,-0.42857142857142855,-50.0,10
area12,2020-02-18,0,-2,-0.8571428571428571,200.0,1
area5,2020-02-18,0,0,-0.42857142857142855,200.0,1
area6,2020-02-18,0,0,-0.5714285714285714,100.0,3
area8,2020-02-18,0,0,-0.2857142857142857,100.0,3
area9,2020-02-18,0,-1,-0.42857142857142855,50.0,5
area7,2020-02-18,0,0,-0.42857142857142855,0.0,6
area4,2020-02-18,0,0,-0.42857142857142855,0.0,6
area14,2020-02-18,0,-1,-0.42857142857142855,0.0,6
area13,2020-02-18,1,1,-0.42857142857142855,0.0,6
area0,2020-02-18,0,-1,-0.8571428571428571,-25.0,10
area1,2020-02-19,0,-1,-0.5714285714285714,300.0,1
area2,2020-02-19,0,0,-0.2857142857142857,100.0,2
area15,2020-02-19,0,0,-0.2857142857142857,100.0,2
area13,2020-02-19,0,-1,-0.5714285714285714,33.33333333333333,4
area4,2020-02-19,0,0,-0.42857142857142855,0.0,5
area11,2020-02-19,0,0,-0.2857142857142857,0.0,5
area10,2020-02-19,0,0,0.0,0.0,5
area3,2020-02-19,0,0,-0.2857142857142857,-33.333333333333336,8
area14,2020-02-19,0,0,-0.2857142857142857,-33.333333333333336,8
area12,2020-02-19,0,0,-0.5714285714285714,-33.333333333333336,8
area7,2020-02-20,0,-1,-0.42857142857142855,0.0,1
area9,2020-02-20,0,0,-0.14285714285714285,0.0,1
area15,2020-02-20,0,0,-0.2857142857142857,0.0,1
area8,2020-02-20,0,0,-0.2857142857142857,0.0,1
area10,2020-02-20,1,1,0.14285714285714285,0.0,1
area5,2020-02-20,0,0,-0.14285714285714285,0.0,1
area2,2020-02-20,0,0,-0.14285714285714285,-50.0,7
area3,2020-02-20,0,0,-0.14285714285714285,-50.0,7
area0,2020-02-20,0,0,-0.14285714285714285,-50.0,7
area11,2020-02-20,0,0,-0.14285714285714285,-50.0,7
area6,2020-02-20,0,0,-0.14285714285714285,-50.0,7
area1,2020-02-20,0,0,-0.2857142857142857,-50.0,7
area2,2020-02-21,0,0,-0.2857142857142857,100.0,1
area5,2020-02-21,0,0,-0.2857142857142857,100.0,1
area15,2020-02-21,0,0,-0.2857142857142857,0.0,3
area6,2020-02-21,0,0,-0.14285714285714285,0.0,3
area8,2020-02-21,0,0,-0.2857142857142857,0.0,3
area14,2020-02-21,0,0,0.0,0.0,3
area12,2020-02-21,0,0,-0.14285714285714285,0.0,3
area7,2020-02-21,1,1,-0.14285714285714285,-66.66666666666667,8
area9,2020-02-21,0,0,0.0,-100.0,9
area4,2020-02-21,0,0,0.0,-100.0,9
area3,2020-02-21,0,0,0.0,-100.0,9
area0,2020-02-21,0,0,0.0,-100.0,9
area11,2020-02-21,0,0,0.0,-100.0,9
area1,2020-02-21,0,0,0.0,-100.0,9
area13,2020-02-21,0,0,0.0,-100.0,9
area9,2020-02-22,0,0,0.0,0.0,1
area4,2020-02-22,0,0,0.0,0.0,1
area3,2020-02-22,0,0,-0.14285714285714285,0.0,1
area0,2020-02-22,0,0,-0.14285714285714285,0.0,1
area11,2020-02-22,0,0,-0.14285714285714285,0.0,1
area6,2020-02-22,0,0,-0.14285714285714285,0.0,1
area1,2020-02-22,0,0,0.0,0.0,1
area8,2020-02-22,0,0,-0.2857142857142857,0.0,1
area14,2020-02-22,0,0,-0.14285714285714285,0.0,1
area13,2020-02-22,0,0,-0.14285714285714285,0.0,1
area7,2020-02-23,0,0,0.0,0.0,1
area9,2020-02-23,0,0,-0.14285714285714285,0.0,1
area2,2020-02-23,0,0,0.0,0.0,1
area4,2020-02-23,0,0,-0.2857142857142857,0.0,1
area0,2020-02-23,0,0,-0.14285714285714285,0.0,1
area1,2020-02-23,0,0,0.0,0.0,1
area10,2020-02-23,0,0,-0.14285714285714285,0.0,1
area5,2020-02-23,0,0,0.0,0.0,1
area13,2020-02-23,0,0,-0.14285714285714285,0.0,1
area8,2020-02-23,0,0,-0.14285714285714285,-50.0,10
area7,2020-02-24,0,0,0.0,0.0,1
area9,2020-02-24,0,0,-0.14285714285714285,0.0,1
area2,2020-02-24,0,0,0.0,0.0,1
area3,2020-02-24,0,0,-0.14285714285714285,0.0,1
area0,2020-02-24,0,0,-0.14285714285714285,0.0,1
area15,2020-02-24,0,0,0.0,0.0,1
area11,2020-02-24,0,0,0.0,0.0,1
area6,2020-02-24,0,0,0.0,0.0,1
area1,2020-02-24,0,0,0.0,0.0,1
area14,2020-02-24,0,0,-0.14285714285714285,0.0,1
area12,2020-02-24,0,0,-0.2857142857142857,0.0,1
area5,2020-02-24,0,0,0.0,0.0,1
area7,2020-02-25,0,0,0.0,0.0,1
area2,2020-02-25,0,0,0.0,0.0,1
area4,2020-02-25,0,0,0.0,0.0,1
area15,2020-02-25,0,0,0.0,0.0,1
area11,2020-02-25,0,0,0.0,0.0,1
area6,2020-02-25,0,0,0.0,0.0,1
area1,2020-02-25,0,0,-0.14285714285714285,0.0,1
area8,2020-02-25,0,0,0.0,0.0,1
area10,2020-02-25,0,0,0.0,0.0,1
area5,2020-02-25,0,0,0.0,0.0,1
area13,2020-02-25,0,0,-0.14285714285714285,0.0,1
area7,2020-02-26,0,0,-0.14285714285714285,0.0,1
area9,2020-02-26,0,0,0.0,0.0,1
area2,2020-02-26,0,0,0.0,0.0,1
area4,2020-02-26,0,0,0.0,0.0,1
area3,2020-02-26,0,0,0.0,0.0,1
area0,2020-02-26,0,0,0.0,0.0,1
area15,2020-02-26,0,0,0.0,0.0,1
area11,2020-02-26,0,0,0.0,0.0,1
area6,2020-02-26,0,0,0.0,0.0,1
area8,2020-02-26,0,0,0.0,0.0,1
area14,2020-02-26,0,0,0.0,0.0,1
area10,2020-02-26,0,0,0.0,0.0,1
area12,2020-02-26,0,0,0.0,0.0,1
area5,2020-02-26,0,0,0.0,0.0,1
area9,2020-02-27,0,0,0.0,0.0,1
area2,2020-02-27,0,0,0.0,0.0,1
area4,2020-02-27,0,0,0.0,0.0,1
area3,2020-02-27,0,0,0.0,0.0,1
area0,2020-02-27,0,0,0.0,0.0,1
area15,2020-02-27,0,0,0.0,0.0,1
area11,2020-02-27,0,0,0.0,0.0,1
area6,2020-02-27,0,0,0.0,0.0,1
area1,2020-02-27,0,0,0.0,0.0,1
area8,2020-02-27,0,0,0.0,0.0,1
area14,2020-02-27,0,0,0.0,0.0,1
area10,2020-02-27,0,0,-0.14285714285714285,0.0,1
area12,2020-02-27,0,0,0.0,0.0,1
area5,2020-02-27,0,0,0.0,0.0,1
area13,2020-02-27,0,0,0.0,0.0,1
area7,2020-02-28,0,0,-0.14285714285714285,0.0,1
area9,2020-02-28,0,0,0.0,0.0,1
area2,2020-02-28,0,0,0.0,0.0,1
area4,2020-02-28,0,0,0.0,0.0,1
area3,2020-02-28,0,0,0.0,0.0,1
area0,2020-02-28,0,0,0.0,0.0,1
area15,2020-02-28,0,0,0.0,0.0,1
area11,2020-02-28,0,0,0.0,0.0,1
area6,2020-02-28,0,0,0.0,0.0,1
area1,2020-02-28,0,0,0.0,0.0,1
area8,2020-02-28,0,0,0.0,0.0,1
area14,2020-02-28,0,0,0.0,0.0,1
area12,2020-02-28,0,0,0.0,0.0,1
area5,2020-02-28,0,0,0.0,0.0,1
area13,2020-02-28,0,0,0.0,0.0,1
area9,2020-02-29,0,0,0.0,0.0,1
area2,2020-02-29,0,0,0.0,0.0,1
area4,2020-02-29,0,0,0.0,0.0,1
area3,2020-02-29,0,0,0.0,0.0,1
area0,2020-02-29,0,0,0.0,0.0,1
area15,2020-02-29,0,0,0.0,0.0,1
area11,2020-02-29,0,0,0.0,0.0,1
area6,2020-02-29,0,0,0.0,0.0,1
area1,2020-02-29,0,0,0.0,0.0,1
area8,2020-02-29,0,0,0.0,0.0,1
area14,2020-02-29,0,0,0.0,0.0,1
area10,2020-02-29,0,0,0.0,0.0,1
area12,2020-02-29,0,0,-0.14285714285714285,0.0,1
area5,2020-02-29,0,0,0.0,0.0,1
area13,2020-02-29,0,0,0.0,0.0,1
area7,2020-03-01,0,0,0.0,0.0,1
area9,2020-03-01,0,0,0.0,0.0,1
area2,2020-03-01,0,0,0.0,0.0,1
area4,2020-03-01,0,0,0.0,0.0,1
area3,2020-03-01,0,0,0.0,0.0,1
area0,2020-03-01,0,0,0.0,0.0,1
area15,2020-03-01,0,0,0.0,0.0,1
area11,2020-03-01,0,0,0.0,0.0,1
area6,2020-03-01,0,0,0.0,0.0,1
area1,2020-03-01,0,0,0.0,0.0,1
area8,2020-03-01,0,0,0.0,0.0,1
area14,2020-03-01,0,0,0.0,0.0,1
area10,2020-03-01,0,0,0.0,0.0,1
area5,2020-03-01,0,0,0.0,0.0,1
area13,2020-03-01,0,0,0.0,0.0,1
area7,2020-03-02,0,0,0.0,0.0,1
area9,2020-03-02,0,0,0.0,0.0,1
area2,2020-03-02,0,0,0.0,0.0,1
area4,2020-03-02,0,0,0.0,0.0,1
area3,2020-03-02,0,0,0.0,0.0,1
area0,2020-03-02,0,0,0.0,0.0,1
area15,2020-03-02,0,0,0.0,0.0,1
area11,2020-03-02,0,0,0.0,0.0,1
area6,2020-03-02,0,0,0.0,0.0,1
area1,2020-03-02,0,0,0.0,0.0,1
area8,2020-03-02,0,0,0.0,0.0,1
area14,2020-03-02,0,0,0.0,0.0,1
area10,2020-03-02,0,0,0.0,0.0,1
area12,2020-03-02,0,0,0.0,0.0,1
area5,2020-03-02,0,0,0.0,0.0,1
area13,2020-03-02,0,0,0.0,0.0,1
area7,2020-03-03,0,0,0.0,0.0,1
area9,2020-03-03,0,0,0.0,0.0,1
area2,2020-03-03,0,0,0.0,0.0,1
area4,2020-03-03,0,0,0.0,0.0,1
area3,2020-03-03,0,0,0.0,0.0,1
area0,2020-03-03,0,0,0.0,0.0,1
area15,2020-03-03,0,0,0.0,0.0,1
area11,2020-03-03,0,0,0.0,0.0,1
area6,2020-03-03,0,0,0.0,0.0,1
area1,2020-03-03,0,0,0.0,0.0,1
area8,2020-03-03,0,0,0.0,0.0,1
area14,2020-03-03,0,0,0.0,0.0,1
area10,2020-03-03,0,0,0.0,0.0,1
area12,2020-03-03,0,0,0.0,0.0,1
area5,2020-03-03,0,0,0.0,0.0,1
area13,2020-03-03,0,0,0.0,0.0,1
area7,2020-03-04,0,0,0.0,0.0,1
area9,2020-03-04,0,0,0.0,0.0,1
area2,2020-03-04,0,0,0.0,0.0,1
area4,2020-03-04,0,0,0.0,0.0,1
area3,2020-03-04,0,0,0.0,0.0,1
area0,2020-03-04,0,0,0.0,0.0,1
area15,2020-03-04,0,0,0.0,0.0,1
area11,2020-03-04,0,0,0.0,0.0,1
area6,2020-03-04,0,0,0.0,0.0,1
area1,2020-03-04,0,0,0.0,0.0,1
area8,2020-03-04,0,0,0.0,0.0,1
area14,2020-03-04,0,0,0.0,0.0,1
area10,2020-03-04,0,0,0.0,0.0,1
area12,2020-03-04,0,0,0.0,0.0,1
area5,2020-03-04,0,0,0.0,0.0,1
area13,2020-03-04,0,0,0.0,0.0,1
area7,2020-03-05,0,0,0.0,0.0,1
area9,2020-03-05,0,0,0.0,0.0,1
area2,2020-03-05,0,0,0.0,0.0,1
area4,2020-03-05,0,0,0.0,0.0,1
area3,2020-03-05,0,0,0.0,0.0,1
area0,2020-03-05,0,0,0.0,0.0,1
area15,2020-03-05,0,0,0.0,0.0,1
area11,2020-03-05,0,0,0.0,0.0,1
area6,2020-03-05,0,0,0.0,0.0,1
area1,2020-03-05,0,0,0.0,0.0,1
area8,2020-03-05,0,0,0.0,0.0,1
area14,2020-03-05,0,0,0.0,0.0,1
area10,2020-03-05,0,0,0.0,0.0,1
area12,2020-03-05,0,0,0.0,0.0,1
area5,2020-03-05,0,0,0.0,0.0,1
area13,2020-03-05,0,0,0.0,0.0,1
area7,2020-03-06,0,0,0.0,0.0,1
area9,2020-03-06,0,0,0.0,0.0,1
area2,2020-03-06,0,0,0.0,0.0,1
area4,2020-03-06,0,0,0.0,0.0,1
area3,2020-03-06,0,0,0.0,0.0,1
area0,2020-03-06,0,0,0.0,0.0,1
area15,2020-03-06,0,0,0.0,0.0,1
area11,2020-03-06,0,0,0.0,0.0,1
area6,2020-03-06,0,0,0.0,0.0,1
area1,2020-03-06,0,0,0.0,0.0,1
area8,2020-03-06,0,0,0.0,0.0,1
area14,2020-03-06,0,0,0.0,0.0,1
area10,2020-03-06,0,0,0.0,0.0,1
area12,2020-03-06,0,0,0.0,0.0,1
area5,2020-03-06,0,0,0.0,0.0,1
area13,2020-03-06,0,0,0.0,0.0,1
area7,2020-03-07,0,0,0.0,0.0,1
area9,2020-03-07,0,0,0.0,0.0,1
area2,2020-03-07,0,0,0.0,0.0,1
area4,2020-03-07,0,0,0.0,0.0,1
area3,2020-03-07,0,0,0.0,0.0,1
area0,2020-03-07,0,0,0.0,0.0,1
area15,2020-03-07,0,0,0.0,0.0,1
area11,2020-03-07,0,0,0.0,0.0,1
area6,2020-03-07,0,0,0.0,0.0,1
area1,2020-03-07,0,0,0.0,0.0,1
area8,2020-03-07,0,0,0.0,0.0,1
area14,2020-03-07,0,0,0.0,0.0,1
area10,2020-03-07,0,0,0.0,0.0,1
area12,2020-03-07,0,0,0.0,0.0,1
area5,2020-03-07,0,0,0.0,0.0,1
area13,2020-03-07,0,0,0.0,0.0,1
area7,2020-03-08,0,0,0.0,0.0,1
area9,2020-03-08,0,0,0.0,0.0,1
area2,2020-03-08,0,0,0.0,0.0,1
area4,2020-03-08,0,0,0.0,0.0,1
area3,2020-03-08,0,0,0.0,0.0,1
area0,2020-03-08,0,0,0.0,0.0,1
area15,2020-03-08,0,0,0.0,0.0,1
area11,2020-03-08,0,0,0.0,0.0,1
area6,2020-03-08,0,0,0.0,0.0,1
area1,2020-03-08,0,0,0.0,0.0,1
area8,2020-03-08,0,0,0.0,0.0,1
area14,2020-03-08,0,0,0.0,0.0,1
area10,2020-03-08,0,0,0.0,0.0,1
area12,2020-03-08,0,0,0.0,0.0,1
area5,2020-03-08,0,0,0.0,0.0,1
area13,2020-03-08,0,0,0.0,0.0,1
area7,2020-03-09,0,0,0.0,0.0,1
area9,2020-03-09,0,0,0.0,0.0,1
area2,2020-03-09,0,0,0.0,0.0,1
area4,2020-03-09,0,0,0.0,0.0,1
area3,2020-03-09,0,0,0.0,0.0,1
area0,2020-03-09,0,0,0.0,0.0,1
area15,2020-03-09,0,0,0.0,0.0,1
area11,2020-03-09,0,0,0.0,0.0,1
area6,2020-03-09,0,0,0.0,0.0,1
area1,2020-03-09,0,0,0.0,0.0,1
area8,2020-03-09,0,0,0.0,0.0,1
area14,2020-03-09,0,0,0.0,0.0,1
area10,2020-03-09,0,0,0.0,0.0,1
area12,2020-03-09,0,0,0.0,0.0,1
area5,2020-03-09,0,0,0.0,0.0,1
area13,2020-03-09,0,0,0.0,0.0,1
area7,2020-03-10,0,0,0.0,0.0,1
area9,2020-03-10,0,0,0.0,0.0,1
area2,2020-03-10,0,0,0.0,0.0,1
area4,2020-03-10,0,0,0.0,0.0,1
area3,2020-03-10,0,0,0.0,0.0,1
area0,2020-03-10,0,0,0.0,0.0,1
area15,2020-03-10,0,0,0.0,0.0,1
area11,2020-03-10,0,0,0.0,0.0,1
area6,2020-03-10,0,0,0.0,0.0,1
area1,2020-03-10,0,0,0.0,0.0,1
area8,2020-03-10,0,0,0.0,0.0,1
area14,2020-03-10,0,0,0.0,0.0,1
area10,2020-03-10,0,0,0.0,0.0,1
area12,2020-03-10,0,0,0.0,0.0,1
area5,2020-03-10,0,0,0.0,0.0,1
area13,2020-03-10,0,0,0.0,0.0,1
area7,2020-03-11,0,0,0.0,0.0,1
area9,2020-03-11,0,0,0.0,0.0,1
area2,2020-03-11,0,0,0.0,0.0,1
area4,2020-03-11,0,0,0.0,0.0,1
area3,2020-03-11,0,0,0.0,0.0,1
area0,2020-03-11,0,0,0.0,0.0,1
area15,2020-03-11,0,0,0.0,0.0,1
area11,2020-03-11,0,0,0.0,0.0,1
area6,2020-03-11,0,0,0.0,0.0,1
area1,2020-03-11,0,0,0.0,0.0,1
area8,2020-03-11,0,0,0.0,0.0,1
area14,2020-03-11,0,0,0.0,0.0,1
area10,2020-03-11,0,0,0.0,0.0,1
area12,2020-03-11,0,0,0.0,0.0,1
area5,2020-03-11,0,0,0.0,0.0,1
area13,2020-03-11,0,0,0.0,0.0,1
area7,2020-03-12,0,0,0.0,0.0,1
area9,2020-03-12,0,0,0.0,0.0,1
area2,2020-03-12,0,0,0.0,0.0,1
area4,2020-03-12,0,0,0.0,0.0,1
area3,2020-03-12,0,0,0.0,0.0,1
area0,2020-03-12,0,0,0.0,0.0,1
area15,2020-03-12,0,0,0.0,0.0,1
area11,2020-03-12,0,0,0.0,0.0,1
area6,2020-03-12,0,0,0.0,0.0,1
area1,2020-03-12,0,0,0.0,0.0,1
area8,2020-03-12,0,0,0.0,0.0,1
area14,2020-03-12,0,0,0.0,0.0,1
area10,2020-03-12,0,0,0.0,0.0,1
area12,2020-03-12,0,0,0.0,0.0,1
area5,2020-03-12,0,0,0.0,0.0,1
area13,2020-03-12,0,0,0.0,0.0,1
area7,2020-03-13,0,0,0.0,0.0,1
area9,2020-03-13,0,0,0.0,0.0,1
area2,2020-03-13,0,0,0.0,0.0,1
area4,2020-03-13,0,0,0.0,0.0,1
area3,2020-03-13,0,0,0.0,0.0,1
area0,2020-03-13,0,0,0.0,0.0,1
area15,2020-03-13,0,0,0.0,0.0,1
area11,2020-03-13,0,0,0.0,0.0,1
area6,2020-03-13,0,0,0.0,0.0,1
area1,2020-03-13,0,0,0.0,0.0,1
area8,2020-03-13,0,0,0.0,0.0,1
area14,2020-03-13,0,0,0.0,0.0,1
area10,2020-03-13,0,0,0.0,0.0,1
area12,2020-03-13,0,0,0.0,0.0,1
area5,2020-03-13,0,0,0.0,0.0,1
area13,2020-03-13,0,0,0.0,0.0,1
area7,2020-03-14,0,0,0.0,0.0,1
area9,2020-03-14,0,0,0.0,0.0,1
area2,2020-03-14,0,0,0.0,0.0,1
area4,2020-03-14,0,0,0.0,0.0,1
area3,2020-03-14,0,0,0.0,0.0,1
area0,2020-03-14,0,0,0.0,0.0,1
area15,2020-03-14,0,0,0.0,0.0,1
area11,2020-03-14,0,0,0.0,0.0,1
area6,2020-03-14,0,0,0.0,0.0,1
area1,2020-03-14,0,0,0.0,0.0,1
area8,2020-03-14,0,0,0.0,0.0,1
area14,2020-03-14,0,0,0.0,0.0,1
area10,2020-03-14,0,0,0.0,0.0,1
area12,2020-03-14,0,0,0.0,0.0,1
area5,2020-03-14,0,0,0.0,0.0,1
area13,2020-03-14,0,0,0.0,0.0,1
area7,2020-03-15,0,0,0.0,0.0,1
area9,2020-03-15,0,0,0.0,0.0,1
area2,2020-03-15,0,0,0.0,0.0,1
area4,2020-03-15,0,0,0.0,0.0,1
area3,2020-03-15,0,0,0.0,0.0,1
area0,2020-03-15,0,0,0.0,0.0,1
area15,2020-03-15,0,0,0.0,0.0,1
area11,2020-03-15,0,0,0.0,0.0,1
area6,2020-03-15,0,0,0.0,0.0,1
area1,2020-03-15,0,0,0.0,0.0,1
area8,2020-03-15,0,0,0.0,0.0,1
area14,2020-03-15,0,0,0.0,0.0,1
area10,2020-03-15,0,0,0.0,0.0,1
area12,2020-03-15,0,0,0.0,0.0,1
area5,2020-03-15,0,0,0.0,0.0,1
area13,2020-03-15,0,0,0.0,0.0,1
area7,2020-03-16,0,0,0.0,0.0,1
area9,2020-03-16,0,0,0.0,0.0,1
area2,2020-03-16,0,0,0.0,0.0,1
area4,2020-03-16,0,0,0.0,0.0,1
area3,2020-03-16,0,0,0.0,0.0,1
area0,2020-03-16,0,0,0.0,0.0,1
area15,2020-03-16,0,0,0.0,0.0,1
area11,2020-03-16,0,0,0.0,0.0,1
area6,2020-03-16,0,0,0.0,0.0,1
area1,2020-03-16,0,0,0.0,0.0,1
area8,2020-03-16,0,0,0.0,0.0,1
area14,2020-03-16,0,0,0.0,0.0,1
area10,2020-03-16,0,0,0.0,0.0,1
area12,2020-03-16,0,0,0.0,0.0,1
area5,2020-03-16,0,0,0.0,0.0,1
area13,2020-03-16,0,0,0.0,0.0,1
area7,2020-03-17,0,0,0.0,0.0,1
area9,2020-03-17,0,0,0.0,0.0,1
area2,2020-03-17,0,0,0.0,0.0,1
area4,2020-03-17,0,0,0.0,0.0,1
area3,2020-03-17,0,0,0.0,0.0,1
area0,2020-03-17,0,0,0.0,0.0,1
area15,2020-03-17,0,0,0.0,0.0,1
area11,2020-03-17,0,0,0.0,0.0,1
area6,2020-03-17,0,0,0.0,0.0,1
area1,2020-03-17,0,0,0.0,0.0,1
area8,2020-03-17,0,0,0.0,0.0,1
area14,2020-03-17,0,0,0.0,0.0,1
area10,2020-03-17,0,0,0.0,0.0,1
area12,2020-03-17,0,0,0.0,0.0,1
area5,2020-03-17,0,0,0.0,0.0,1
area13,2020-03-17,0,0,0.0,0.0,1
area7,2020-03-18,0,0,0.0,0.0,1
area9,2020-03-18,0,0,0.0,0.0,1
area2,2020-03-18,0,0,0.0,0.0,1
area4,2020-03-18,0,0,0.0,0.0,1
area3,2020-03-18,0,0,0.0,0.0,1
area0,2020-03-18,0,0,0.0,0.0,1
area15,2020-03-18,0,0,0.0,0.0,1
area11,2020-03-18,0,0,0.0,0.0,1
area6,2020-03-18,0,0,0.0,0.0,1
area1,2020-03-18,0,0,0.0,0.0,1
area8,2020-03-18,0,0,0.0,0.0,1
area14,2020-03-18,0,0,0.0,0.0,1
area10,2020-03-18,0,0,0.0,0.0,1
area12,2020-03-18,0,0,0.0,0.0,1
area5,2020-03-18,0,0,0.0,0.0,1
area13,2020-03-18,0,0,0.0,0.0,1
area7,2020-03-19,0,0,0.0,0.0,1
area9,2020-03-19,0,0,0.0,0.0,1
area2,2020-03-19,0,0,0.0,0.0,1
area4,2020-03-19,0,0,0.0,0.0,1
area3,2020-03-19,0,0,0.0,0.0,1
area0,2020-03-19,0,0,0.0,0.0,1
area15,2020-03-19,0,0,0.0,0.0,1
area11,2020-03-19,0,0,0.0,0.0,1
area6,2020-03-19,0,0,0.0,0.0,1
area1,2020-03-19,0,0,0.0,0.0,1
area8,2020-03-19,0,0,0.0,0.0,1
area14,2020-03-19,0,0,0.0,0.0,1
area10,2020-03-19,0,0,0.0,0.0,1
area12,2020-03-19,0,0,0.0,0.0,1
area5,2020-03-19,0,0,0.0,0.0,1
area13,2020-03-19,0,0,0.0,0.0,1
area7,2020-03-20,0,0,0.0,0.0,1
area9,2020-03-20,0,0,0.0,0.0,1
area2,2020-03-20,0,0,0.0,0.0,1
area4,2020-03-20,0,0,0.0,0.0,1
area3,2020-03-20,0,0,0.0,0.0,1
area0,2020-03-20,0,0,0.0,0.0,1
area15,2020-03-20,0,0,0.0,0.0,1
area11,2020-03-20,0,0,0.0,0.0,1
area6,2020-03-20,0,0,0.0,0.0,1
area1,2020-03-20,0,0,0.0,0.0,1
area8,2020-03-20,0,0,0.0,0.0,1
area14,2020-03-20,0,0,0.0,0.0,1
area10,2020-03-20,0,0,0.0,0.0,1
area12,2020-03-20,0,0,0.0,0.0,1
area5,2020-03-20,0,0,0.0,0.0,1
area13,2020-03-20,0,0,0.0,0.0,1
area7,2020-03-21,0,0,0.0,0.0,1
area9,2020-03-21,0,0,0.0,0.0,1
area2,2020-03-21,0,0,0.0,0.0,1
area4,2020-03-21,0,0,0.0,0.0,1
area3,2020-03-21,0,0,0.0,0.0,1
area0,2020-03-21,0,0,0.0,0.0,1
area15,2020-03-21,0,0,0.0,0.0,1
area11,2020-03-21,0,0,0.0,0.0,1
area6,2020-03-21,0,0,0.0,0.0,1
area1,2020-03-21,0,0,0.0,0.0,1
area8,2020-03-21,0,0,0.0,0.0,1
area14,2020-03-21,0,0,0.0,0.0,1
